# SwiftEEG raw counts,rate=1000,gain=24,lsb_uv=0.022351742
ts_us,seq,ch1_C4,ch2_P4,ch3_F4,ch4_Oz,ch5_AFz,ch6_F3,ch7_C3,ch8_P3
2103620246,2045952,-4578998,4037808,-5105849,3703844,-6176474,-7442458,-6790609,-6957134
2103620247,2045953,-4579704,4038418,-5106439,3702043,-6177245,-7442532,-6786730,-6956258
2103620248,2045954,-4579531,4037886,-5106352,3699997,-6177121,-7442177,-6783061,-6954871
2103620249,2045955,-4578637,4036366,-5105733,3697950,-6176181,-7441466,-6779397,-6952940
2103620250,2045956,-4577357,4034351,-5104836,3696646,-6174787,-7440541,-6775723,-6950623
2103620251,2045957,-4575969,4032233,-5103913,3696202,-6173329,-7439644,-6772147,-6948167
2103620252,2045958,-4573510,4028824,-5102171,3695483,-6170988,-7438281,-6768051,-6944694
2103620253,2045959,-4569133,4023075,-5098967,3692828,-6167070,-7436191,-6762911,-6939222
2103698105,2045960,-4564366,4017051,-5095697,3691293,-6162624,-7433812,-6757277,-6932963
2103698106,2045961,-4560834,4014461,-5093299,3711296,-6159429,-7432373,-6756577,-6930229
2103698107,2045962,-4559247,4016186,-5092232,3749816,-6158423,-7432797,-6766239,-6934347
2103698108,2045963,-4558731,4016722,-5091801,3760518,-6158023,-7433260,-6774401,-6937759
2103698109,2045964,-4558822,4017132,-5091731,3761941,-6157914,-7433604,-6779964,-6940054
2103698110,2045965,-4559776,4018554,-5092317,3763381,-6158580,-7434414,-6785202,-6942749
2103698111,2045966,-4561030,4020346,-5093115,3764145,-6159531,-7435322,-6790101,-6945558
2103698112,2045967,-4562626,4022539,-5094207,3764232,-6160882,-7436458,-6794956,-6948630
2103698113,2045968,-4565309,4026263,-5096163,3765107,-6163530,-7438148,-6800272,-6952663
2103698114,2045969,-4569663,4031968,-5099201,3764158,-6167670,-7440241,-6805664,-6957982
2103698115,2045970,-4574264,4035403,-5102291,3736966,-6171564,-7441517,-6803882,-6959569
2103698116,2045971,-4577881,4037008,-5104717,3708299,-6174354,-7441902,-6795139,-6957208
2103698117,2045972,-4579926,4039031,-5106294,3705366,-6176242,-7442377,-6790009,-6956460
2103698118,2045973,-4580663,4039672,-5106917,3703528,-6177042,-7442464,-6786131,-6955598
2103698119,2045974,-4580531,4039199,-5106871,3701426,-6176963,-7442135,-6782487,-6954247
2103698120,2045975,-4579828,4037863,-5106426,3699312,-6176201,-7441602,-6779007,-6952493
2103698121,2045976,-4578666,4035973,-5105650,3698013,-6174931,-7440806,-6775442,-6950307
2103698122,2045977,-4577001,4033593,-5104452,3697654,-6173194,-7439613,-6771586,-6947577
2103698123,2045978,-4574587,4030233,-5102729,3697001,-6170899,-7438268,-6767524,-6944139
2103698124,2045979,-4570204,4024488,-5099478,3693912,-6166974,-7436174,-6762372,-6938674
2103698125,2045980,-4565380,4018380,-5096185,3692413,-6162457,-7433744,-6756664,-6932350
2103698126,2045981,-4561738,4015624,-5093702,3711975,-6159154,-7432203,-6755736,-6929424
2103698127,2045982,-4560083,4017301,-5092586,3750736,-6158096,-7432585,-6765314,-6933457
2103698128,2045983,-4559542,4017857,-5092151,3761806,-6157693,-7433054,-6773522,-6936897
2103698129,2045984,-4559826,4018463,-5092274,3763216,-6157779,-7433602,-6779301,-6939400
2103698130,2045985,-4560887,4019982,-5092971,3764563,-6158540,-7434513,-6784663,-6942198
2103698131,2045986,-4562073,4021694,-5093702,3765406,-6159429,-7435354,-6789505,-6944944
2103698132,2045987,-4563543,4023751,-5094661,3765509,-6160656,-7436367,-6794229,-6947884
2103698133,2045988,-4566009,4027248,-5096407,3766328,-6163081,-7437865,-6799331,-6951701
2103698134,2045989,-4570554,4033143,-5099639,3765611,-6167405,-7440159,-6804974,-6957232
2103698135,2045990,-4575178,4036689,-5102744,3739353,-6171342,-7441471,-6803505,-6959007
2103698136,2045991,-4578862,4038294,-5105229,3710238,-6174188,-7441892,-6794779,-6956682
2103698137,2045992,-4580953,4040355,-5106855,3706856,-6176127,-7442399,-6789588,-6955916
2103698138,2045993,-4581809,4041116,-5107585,3705074,-6177039,-7442591,-6785791,-6955152
2103698139,2045994,-4581588,4040542,-5107437,3702994,-6176869,-7442164,-6782037,-6953702
2103698140,2045995,-4580756,4039084,-5106876,3700906,-6175995,-7441510,-6778426,-6951824
2103698141,2045996,-4579524,4037126,-5106025,3699546,-6174654,-7440634,-6774793,-6949566
2103698142,2045997,-4578156,4035038,-5105121,3699203,-6173217,-7439746,-6771222,-6947128
2103698143,2045998,-4575781,4031725,-5103412,3698423,-6170936,-7438401,-6767164,-6943725
2103698144,2045999,-4571441,4026033,-5100132,3694879,-6167053,-7436320,-6762041,-6938301
2103698145,2046000,-4566459,4019783,-5096721,3693304,-6162399,-7433746,-6756174,-6931837
2103698146,2046001,-4562672,4016781,-5094133,3711998,-6158931,-7432051,-6754848,-6928615
2103698147,2046002,-4561069,4018500,-5093076,3751031,-6157911,-7432484,-6764341,-6932637
2103698148,2046003,-4560504,4019089,-5092619,3762828,-6157497,-7432945,-6772682,-6936139
2103698149,2046004,-4560748,4019657,-5092701,3764279,-6157544,-7433471,-6778463,-6938614
2103698150,2046005,-4561710,4021083,-5093309,3765694,-6158218,-7434304,-6783759,-6941332
2103698151,2046006,-4562971,4022869,-5094120,3766516,-6159186,-7435224,-6788683,-6944152
2103698152,2046007,-4564543,4025031,-5095191,3766671,-6160512,-7436339,-6793529,-6947204
2103698153,2046008,-4566961,4028466,-5096892,3767474,-6162881,-7437817,-6798617,-6950975
2103698154,2046009,-4571482,4034358,-5100116,3766934,-6167184,-7440112,-6804291,-6956504
2103698155,2046010,-4576104,4037972,-5103233,3741196,-6171142,-7441446,-6803029,-6958394
2103698156,2046011,-4579822,4039584,-5105751,3711340,-6174023,-7441886,-6794316,-6956071
2103698157,2046012,-4581988,4041698,-5107412,3707951,-6176008,-7442422,-6789100,-6955329
2103698158,2046013,-4582596,4042229,-5107886,3706204,-6176660,-7442355,-6785029,-6954310
2103698159,2046014,-4582461,4041754,-5107828,3704045,-6176576,-7442002,-6781341,-6952946
2103698160,2046015,-4581626,4040296,-5107257,3701875,-6175702,-7441331,-6777707,-6951072
2103698161,2046016,-4580414,4038353,-5106417,3700494,-6174386,-7440472,-6774077,-6948831
2103698162,2046017,-4579127,4036331,-5105578,3700093,-6173018,-7439650,-6770584,-6946477
2103698163,2046018,-4576689,4032971,-5103819,3699404,-6170681,-7438237,-6766457,-6943012
2103698164,2046019,-4572419,4027364,-5100643,3696300,-6166859,-7436209,-6761404,-6937667
2103698165,2046020,-4567482,4021138,-5097247,3694579,-6162256,-7433690,-6755592,-6931240
2103698166,2046021,-4563748,4018123,-5094714,3712658,-6158846,-7432052,-6754192,-6927987
2103698167,2046022,-4562009,4019713,-5093522,3751844,-6157690,-7432352,-6763471,-6931832
2103698168,2046023,-4561425,4020311,-5093043,3764051,-6157251,-7432823,-6771871,-6935362
2103698169,2046024,-4561647,4020851,-5093121,3765478,-6157283,-7433331,-6777662,-6937830
2103698170,2046025,-4562645,4022309,-5093771,3766888,-6158007,-7434197,-6783007,-6940595
2103698171,2046026,-4563964,4024156,-5094642,3767767,-6159018,-7435177,-6788003,-6943472
2103698172,2046027,-4565578,4026358,-5095755,3767901,-6160382,-7436352,-6792895,-6946582
2103698173,2046028,-4567848,4029625,-5097321,3768644,-6162616,-7437703,-6797853,-6950203
2103698174,2046029,-4572309,4035469,-5100499,3768238,-6166877,-7439971,-6803533,-6955696
2103698175,2046030,-4577074,4039271,-5103739,3743094,-6170969,-7441450,-6802597,-6957826
2103698176,2046031,-4580778,4040829,-5106237,3712689,-6173817,-7441852,-6793836,-6955464
2103770040,2046032,-4582784,4042786,-5107734,3709048,-6175661,-7442206,-6788378,-6954518
2103770041,2046033,-4583605,4043533,-5108411,3707286,-6176535,-7442336,-6784494,-6953705
2103770042,2046034,-4583518,4043106,-5108382,3705183,-6176497,-7442017,-6780834,-6952377
2103770043,2046035,-4582723,4041705,-5107850,3703046,-6175669,-7441380,-6777244,-6950541
2103770044,2046036,-4581371,4039624,-5106879,3701601,-6174220,-7440389,-6773484,-6948173
2103770045,2046037,-4579876,4037396,-5105828,3701209,-6172634,-7439347,-6769766,-6945602
2103770046,2046038,-4577656,4034261,-5104278,3700535,-6170497,-7438124,-6765828,-6942354
2103770047,2046039,-4573574,4028840,-5101235,3697317,-6166861,-7436262,-6760939,-6937197
2103770048,2046040,-4568633,4022600,-5097829,3695313,-6162267,-7433757,-6755134,-6930781
2103770049,2046041,-4564717,4019288,-5095171,3712300,-6158658,-7431937,-6753272,-6927182
2103770050,2046042,-4562944,4020853,-5093965,3751692,-6157461,-7432209,-6762346,-6930899
2103770051,2046043,-4562471,4021646,-5093621,3764796,-6157157,-7432806,-6771032,-6934654
2103770052,2046044,-4562727,4022216,-5093724,3766324,-6157227,-7433375,-6776924,-6937196
2103770053,2046045,-4563563,4023518,-5094217,3767808,-6157788,-7434095,-6782144,-6939812
2103770054,2046046,-4564822,4025311,-5095029,3768671,-6158748,-7435016,-6787099,-6942644
2103770055,2046047,-4566524,4027579,-5096221,3768803,-6160187,-7436266,-6792084,-6945828
2103770056,2046048,-4568872,4030919,-5097871,3769576,-6162492,-7437717,-6797144,-6949539
2103770057,2046049,-4573112,4036545,-5100840,3769425,-6166532,-7439791,-6802659,-6954832
2103770058,2046050,-4577969,4040529,-5104189,3744966,-6170745,-7441395,-6802054,-6957188
2103770059,2046051,-4581661,4042044,-5106654,3714070,-6173576,-7441759,-6793252,-6954785
2103770060,2046052,-4583821,4044123,-5108279,3710154,-6175539,-7442215,-6787837,-6953931
2103770061,2046053,-4584617,4044844,-5108919,3708413,-6176382,-7442310,-6783899,-6953069
2103770062,2046054,-4584568,4044466,-5108929,3706275,-6176387,-7442031,-6780259,-6951781
2103770063,2046055,-4583687,4042984,-5108307,3704138,-6175468,-7441302,-6776566,-6949856
2103770064,2046056,-4582492,4041064,-5107497,3702751,-6174169,-7440457,-6772964,-6947648
2103770065,2046057,-4580962,4038804,-5106419,3702322,-6172561,-7439387,-6769221,-6945051
2103770066,2046058,-4578691,4035619,-5104808,3701733,-6170365,-7438086,-6765209,-6941749
2103770067,2046059,-4574421,4030025,-5101588,3698582,-6166530,-7436024,-6760139,-6936414
2103770068,2046060,-4569582,4023879,-5098281,3696504,-6162045,-7433627,-6754436,-6930099
2103770069,2046061,-4565870,4020713,-5095815,3713065,-6158640,-7432015,-6752679,-6926646
2103770070,2046062,-4564134,4022304,-5094658,3752418,-6157498,-7432329,-6761712,-6930357
2103770071,2046063,-4563479,4022948,-5094132,3765987,-6157014,-7432775,-6770296,-6933976
2103770072,2046064,-4563535,4023328,-5094044,3767548,-6156884,-7433154,-6776010,-6936324
2103770073,2046065,-4564454,4024722,-5094626,3768967,-6157531,-7433970,-6781336,-6939036
2103770074,2046066,-4565711,4026513,-5095441,3769898,-6158497,-7434897,-6786299,-6941866
2103770075,2046067,-4567424,4028782,-5096647,3770006,-6159941,-7436151,-6791295,-6945057
2103770076,2046068,-4569822,4032146,-5098354,3770769,-6162284,-7437664,-6796426,-6948817
2103770077,2046069,-4574093,4037809,-5101375,3770650,-6166362,-7439799,-6802003,-6954142
2103770078,2046070,-4578790,4041684,-5104562,3746664,-6170424,-7441256,-6801388,-6956432
2103770079,2046071,-4582477,4043176,-5107007,3715538,-6173246,-7441582,-6792589,-6954016
2103770080,2046072,-4584685,4045288,-5108666,3711444,-6175255,-7442070,-6787132,-6953168
2103770081,2046073,-4585470,4046002,-5109297,3709682,-6176091,-7442147,-6783159,-6952297
2103770082,2046074,-4585508,4045723,-5109395,3707513,-6176187,-7441950,-6779599,-6951086
2103770083,2046075,-4584899,4044515,-5109035,3705383,-6175533,-7441472,-6776166,-6949424
2103770084,2046076,-4583556,4042442,-5108066,3703942,-6174091,-7440474,-6772404,-6947061
2103770085,2046077,-4582165,4040320,-5107131,3703507,-6172619,-7439548,-6768801,-6944613
2103770086,2046078,-4579856,4037114,-5105487,3703001,-6170389,-7438189,-6764743,-6941277
2103770087,2046079,-4575678,4031598,-5102389,3700571,-6166641,-7436188,-6759735,-6936039
2103770088,2046080,-4570827,4025409,-5099019,3698184,-6162144,-7433781,-6754027,-6929723
2103770089,2046081,-4566922,4021986,-5096366,3714010,-6158544,-7431979,-6751956,-6925992
2103770090,2046082,-4565259,4023646,-5095295,3753444,-6157467,-7432386,-6760963,-6929726
2103770091,2046083,-4564711,4024445,-5094892,3767559,-6157108,-7432972,-6769753,-6933507
2103770092,2046084,-4564858,4024908,-5094901,3769138,-6157083,-7433444,-6775601,-6935966
2103770093,2046085,-4565669,4026186,-5095371,3770586,-6157618,-7434154,-6780829,-6938574
2103770094,2046086,-4567003,4028040,-5096267,3771509,-6158651,-7435154,-6785871,-6941480
2103770095,2046087,-4568526,4030141,-5097277,3771691,-6159904,-7436224,-6790695,-6944482
2103770096,2046088,-4570771,4033348,-5098851,3772344,-6162098,-7437616,-6795683,-6948095
2103770097,2046089,-4575005,4038963,-5101836,3772449,-6166141,-7439727,-6801284,-6953404
2103770098,2046090,-4579959,4043168,-5105277,3749248,-6170471,-7441462,-6801177,-6956074
2103770099,2046091,-4583667,4044648,-5107735,3717528,-6173304,-7441799,-6792375,-6953667
2103770100,2046092,-4585804,4046674,-5109302,3713176,-6175226,-7442179,-6786740,-6952681
2103770101,2046093,-4586537,4047355,-5109881,3711494,-6176003,-7442189,-6782682,-6951741
2103770102,2046094,-4586511,4047016,-5109917,3709454,-6176035,-7441917,-6779031,-6950461
2103770103,2046095,-4585776,4045683,-5109435,3707299,-6175269,-7441326,-6775462,-6948690
2103770104,2046096,-4584551,4043740,-5108585,3705804,-6173938,-7440438,-6771817,-6946451
2103770105,2046097,-4583069,4041533,-5107554,3705386,-6172371,-7439402,-6768114,-6943898
2103835979,2046098,-4580899,4038459,-5106022,3704881,-6170266,-7438156,-6764171,-6940693
2103835980,2046099,-4576731,4032964,-5102960,3702481,-6166523,-7436152,-6759172,-6935479
2103835981,2046100,-4571876,4026768,-5099595,3700066,-6162026,-7433756,-6753470,-6929173
2103835982,2046101,-4567976,4023319,-5096928,3715631,-6158437,-7431974,-6751367,-6925411
2103835983,2046102,-4566201,4024854,-5095756,3755073,-6157262,-7432299,-6760239,-6929015
2103835984,2046103,-4565521,4025539,-5095226,3769339,-6156776,-7432762,-6768937,-6932700
2103835985,2046104,-4565754,4026080,-5095319,3770889,-6156830,-7433320,-6774880,-6935234
2103835986,2046105,-4566492,4027269,-5095721,3772381,-6157285,-7433957,-6780041,-6937752
2103835987,2046106,-4567552,4028863,-5096342,3773337,-6158053,-7434694,-6784815,-6940376
2103835988,2046107,-4569114,4030995,-5097401,3773444,-6159347,-7435815,-6789681,-6943421
2103835989,2046108,-4571571,4034389,-5099180,3774099,-6161743,-7437423,-6794898,-6947244
2103835990,2046109,-4575868,4040091,-5102236,3774338,-6165862,-7439630,-6800624,-6952654
2103835991,2046110,-4580543,4044133,-5105396,3752174,-6169927,-7441124,-6800581,-6955247
2103835992,2046111,-4584287,4045594,-5107861,3719443,-6172795,-7441469,-6791852,-6952862
2103835993,2046112,-4586556,4047703,-5109581,3714652,-6174833,-7441942,-6786182,-6951906
2103835994,2046113,-4587457,4048563,-5110329,3713006,-6175784,-7442111,-6782243,-6951124
2103835995,2046114,-4587509,4048302,-5110417,3710973,-6175882,-7441884,-6778631,-6949906
2103835996,2046115,-4586851,4047046,-5110006,3708741,-6175200,-7441361,-6775117,-6948192
2103835997,2046116,-4585554,4045032,-5109091,3707279,-6173809,-7440412,-6771394,-6945889
2103835998,2046117,-4584002,4042746,-5107994,3706793,-6172174,-7439314,-6767623,-6943282
2103835999,2046118,-4581929,4039773,-5106549,3706152,-6170156,-7438144,-6763758,-6940169
2103836000,2046119,-4577857,4034387,-5103532,3703381,-6166500,-7436204,-6758820,-6935039
2103836001,2046120,-4572892,4028082,-5100066,3700898,-6161900,-7433696,-6753012,-6928619
2103836002,2046121,-4569077,4024609,-5097518,3715404,-6158382,-7431991,-6750716,-6924783
2103836003,2046122,-4567204,4026034,-5096262,3754816,-6157112,-7432210,-6759242,-6928156
2103836004,2046123,-4566531,4026811,-5095731,3770203,-6156636,-7432706,-6768135,-6931963
2103836005,2046124,-4566550,4027146,-5095633,3771841,-6156484,-7433077,-6773931,-6934330
2103836006,2046125,-4567451,4028493,-5096195,3773246,-6157106,-7433886,-6779284,-6937024
2103836007,2046126,-4568617,4030186,-5096922,3774241,-6157983,-7434731,-6784190,-6939772
2103836008,2046127,-4570073,4032218,-5097885,3774383,-6159168,-7435749,-6788978,-6942724
2103836009,2046128,-4572561,4035643,-5099714,3774985,-6161598,-7437416,-6794263,-6946591
2103836010,2046129,-4576774,4041246,-5102696,3775257,-6165634,-7439562,-6799929,-6951906
2103836011,2046130,-4581658,4045516,-5106064,3753411,-6169907,-7441265,-6800145,-6954734
2103836012,2046131,-4585380,4046956,-5108506,3720617,-6172734,-7441566,-6791371,-6952316
2103836013,2046132,-4587626,4049056,-5110172,3715803,-6174743,-7441981,-6785629,-6951317
2103836014,2046133,-4588377,4049761,-5110756,3714210,-6175534,-7441975,-6781520,-6950376
2103836015,2046134,-4588327,4049406,-5110750,3712154,-6175548,-7441662,-6777813,-6949065
2103836016,2046135,-4587607,4048101,-5110276,3710013,-6174797,-7441067,-6774238,-6947301
2103836017,2046136,-4586619,4046403,-5109663,3708481,-6173718,-7440422,-6770828,-6945304
2103836018,2046137,-4585284,4044341,-5108776,3707974,-6172289,-7439536,-6767259,-6942909
2103836019,2046138,-4583111,4041290,-5107222,3707505,-6170166,-7438240,-6763276,-6939696
2103836020,2046139,-4578852,4035729,-5103992,3704795,-6166328,-7436084,-6758150,-6934389
2103836021,2046140,-4573927,4029453,-5100579,3702119,-6161776,-7433632,-6752401,-6928026
2103836022,2046141,-4569927,4025750,-5097879,3716199,-6158079,-7431770,-6749858,-6923966
2103836023,2046142,-4567991,4027100,-5096566,3755829,-6156737,-7431937,-6758276,-6927242
2103836024,2046143,-4567411,4028001,-5096136,3771569,-6156363,-7432552,-6767327,-6931171
2103836025,2046144,-4567604,4028514,-5096206,3773243,-6156396,-7433103,-6773320,-6933722
2103836026,2046145,-4568455,4029809,-5096725,3774676,-6156967,-7433860,-6778631,-6936379
2103836027,2046146,-4569653,4031540,-5097492,3775627,-6157868,-7434744,-6783577,-6939157
2103836028,2046147,-4571090,4033534,-5098435,3775816,-6159031,-7435742,-6788334,-6942081
2103836029,2046148,-4573310,4036677,-5099996,3776472,-6161191,-7437152,-6793361,-6945676
2103836030,2046149,-4577586,4042365,-5103062,3776989,-6165311,-7439402,-6799159,-6951088
2103836031,2046150,-4582459,4046761,-5106429,3756299,-6169600,-7441137,-6799747,-6954113
2103836032,2046151,-4586397,4048350,-5109055,3722721,-6172629,-7441638,-6791238,-6951909
2103836033,2046152,-4588657,4050396,-5110728,3717282,-6174631,-7442021,-6785317,-6950820
2103836034,2046153,-4589493,4051207,-5111398,3715646,-6175527,-7442099,-6781251,-6949954
2103836035,2046154,-4589532,4050951,-5111481,3713521,-6175620,-7441861,-6777599,-6948719
2103836036,2046155,-4588852,4049689,-5111044,3711369,-6174922,-7441302,-6774044,-6946980
2103836037,2046156,-4587597,4047709,-5110164,3709776,-6173573,-7440377,-6770343,-6944707
2103836038,2046157,-4586252,4045628,-5109255,3709198,-6172137,-7439474,-6766762,-6942291
2103836039,2046158,-4584224,4042734,-5107847,3708675,-6170162,-7438322,-6762912,-6939229
2103836040,2046159,-4580116,4037328,-5104745,3705888,-6166459,-7436297,-6757916,-6934086
2103836041,2046160,-4575075,4030924,-5101197,3703171,-6161779,-7433721,-6752041,-6927596
2103836042,2046161,-4571135,4027168,-5098573,3716161,-6158126,-7431889,-6749286,-6923431
2103836043,2046162,-4569303,4028587,-5097385,3755445,-6156885,-7432157,-6757514,-6926661
2103836044,2046163,-4568478,4029351,-5096725,3772359,-6156295,-7432561,-6766512,-6930475
2103836045,2046164,-4568475,4029667,-5096600,3774109,-6156126,-7432926,-6772387,-6932872
2103836046,2046165,-4569374,4031006,-5097190,3775556,-6156752,-7433752,-6777804,-6935593
2103836047,2046166,-4570677,4032836,-5098054,3776551,-6157761,-7434736,-6782873,-6938477
2103836048,2046167,-4572137,4034855,-5099010,3776749,-6158944,-7435763,-6787662,-6941432
2103836049,2046168,-4574306,4037933,-5100534,3777310,-6161045,-7437151,-6792664,-6944993
2103836050,2046169,-4578509,4043550,-5103543,3777905,-6165097,-7439359,-6798427,-6950343
2103907912,2046170,-4583325,4047923,-5106836,3757669,-6169334,-7441043,-6799073,-6953373
2103907913,2046171,-4587096,4049334,-5109291,3724007,-6172199,-7441342,-6790409,-6951004
2103907914,2046172,-4589541,4051569,-5111144,3718314,-6174372,-7441893,-6784616,-6950072
2103907915,2046173,-4590569,4052583,-5111999,3716732,-6175447,-7442149,-6780735,-6949394
2103907916,2046174,-4590607,4052329,-5112065,3714693,-6175544,-7441886,-6777060,-6948153
2103907917,2046175,-4590064,4051214,-5111749,3712531,-6174983,-7441457,-6773627,-6946556
2103907918,2046176,-4588677,4049106,-5110737,3710994,-6173494,-7440396,-6769781,-6944145
2103907919,2046177,-4587197,4046908,-5109712,3710501,-6171932,-7439367,-6766081,-6941619
2103907920,2046178,-4585069,4043914,-5108196,3710049,-6169847,-7438082,-6762118,-6938444
2103907921,2046179,-4581014,4038568,-5105131,3707221,-6166205,-7436096,-6757173,-6933361
2103907922,2046180,-4576147,4032344,-5101765,3704398,-6161722,-7433725,-6751492,-6927066
2103907923,2046181,-4572169,4028474,-5099113,3716783,-6158006,-7431852,-6748551,-6922774
2103907924,2046182,-4570085,4029621,-5097689,3756093,-6156510,-7431867,-6756386,-6925682
2103907925,2046183,-4569479,4030666,-5097261,3773676,-6156159,-7432517,-6765729,-6929781
2103907926,2046184,-4569541,4031049,-5097216,3775430,-6156064,-7432970,-6771726,-6932262
2103907927,2046185,-4570264,4032212,-5097615,3776886,-6156513,-7433628,-6776972,-6934817
2103907928,2046186,-4571505,4033989,-5098422,3777905,-6157466,-7434558,-6782001,-6937652
2103907929,2046187,-4572996,4036041,-5099417,3778060,-6158689,-7435629,-6786841,-6940640
2103907930,2046188,-4575111,4039043,-5100894,3778609,-6160731,-7436964,-6791794,-6944139
2103907931,2046189,-4579300,4044639,-5103893,3779253,-6164772,-7439174,-6797596,-6949489
2103907932,2046190,-4584282,4049266,-5107366,3759866,-6169183,-7441050,-6798661,-6952829
2103907933,2046191,-4588144,4050749,-5109916,3725702,-6172129,-7441437,-6790126,-6950563
2103907934,2046192,-4590439,4052785,-5111597,3719603,-6174148,-7441796,-6784039,-6949399
2103907935,2046193,-4591497,4053818,-5112460,3717979,-6175252,-7442060,-6780128,-6948719
2103907936,2046194,-4591609,4053651,-5112601,3715919,-6175433,-7441877,-6776514,-6947551
2103907937,2046195,-4590982,4052449,-5112203,3713780,-6174783,-7441352,-6772992,-6945862
2103907938,2046196,-4589742,4050499,-5111334,3712232,-6173443,-7440442,-6769302,-6943616
2103907939,2046197,-4588182,4048216,-5110224,3711687,-6171795,-7439322,-6765502,-6941004
2103907940,2046198,-4586122,4045299,-5108764,3711255,-6169765,-7438081,-6761576,-6937887
2103907941,2046199,-4582182,4040066,-5105891,3709153,-6166228,-7436179,-6756733,-6932929
2103907942,2046200,-4577301,4033794,-5102452,3706214,-6161734,-7433782,-6751041,-6926627
2103907943,2046201,-4573293,4029846,-5099756,3717936,-6157992,-7431902,-6747993,-6922254
2103907944,2046202,-4571233,4030989,-5098359,3757141,-6156512,-7431954,-6755742,-6925114
2103907945,2046203,-4570468,4031916,-5097774,3775183,-6156009,-7432465,-6765000,-6929101
2103907946,2046204,-4570518,4032296,-5097722,3776974,-6155911,-7432912,-6771021,-6931592
2103907947,2046205,-4571183,4033396,-5098066,3778453,-6156297,-7433516,-6776224,-6934089
2103907948,2046206,-4572297,4035029,-5098750,3779443,-6157122,-7434334,-6781124,-6936791
2103907949,2046207,-4573879,4037161,-5099837,3779589,-6158429,-7435487,-6786050,-6939866
2103907950,2046208,-4576180,4040343,-5101504,3780189,-6160659,-7437038,-6791221,-6943560
2103907951,2046209,-4580086,4045673,-5104235,3781004,-6164414,-7438996,-6796783,-6948641
2103907952,2046210,-4585012,4050349,-5107653,3762631,-6168796,-7440840,-6798100,-6952102
2103907953,2046211,-4588952,4051867,-5110245,3728008,-6171815,-7441284,-6789735,-6949951
2103907954,2046212,-4591387,4053993,-5112059,3721265,-6173946,-7441755,-6783631,-6948817
2103907955,2046213,-4592356,4054946,-5112847,3719748,-6174954,-7441916,-6779584,-6948024
2103907956,2046214,-4592567,4054880,-5113090,3717664,-6175239,-7441814,-6776037,-6946944
2103907957,2046215,-4591772,4053528,-5112517,3715511,-6174427,-7441111,-6772313,-6945081
2103907958,2046216,-4590544,4051579,-5111643,3713894,-6173092,-7440209,-6768619,-6942831
2103907959,2046217,-4589131,4049445,-5110681,3713341,-6171594,-7439245,-6764966,-6940363
2103907960,2046218,-4587097,4046564,-5109235,3712946,-6169590,-7438007,-6761060,-6937287
2103907961,2046219,-4583268,4041463,-5106379,3710151,-6166157,-7436190,-6756304,-6932429
2103907962,2046220,-4578472,4035296,-5103082,3707115,-6161756,-7433896,-6750706,-6926227
2103907963,2046221,-4574162,4030961,-5100133,3718304,-6157716,-7431706,-6747169,-6921431
2103907964,2046222,-4571976,4031961,-5098624,3757398,-6156114,-7431634,-6754606,-6924061
2103907965,2046223,-4571358,4033109,-5098193,3776281,-6155764,-7432319,-6764142,-6928293
2103907966,2046224,-4571272,4033352,-5098012,3778161,-6155534,-7432648,-6770082,-6930671
2103907967,2046225,-4572163,4034676,-5098594,3779608,-6156162,-7433483,-6775532,-6933404
2103907968,2046226,-4573600,4036633,-5099590,3780651,-6157297,-7434613,-6780767,-6936430
2103907969,2046227,-4575124,4038699,-5100614,3780867,-6158532,-7435705,-6785651,-6939450
2103907970,2046228,-4577180,4041622,-5102052,3781364,-6160522,-7437034,-6790593,-6942909
2103907971,2046229,-4581185,4047026,-5104887,3782159,-6164384,-7439112,-6796273,-6948086
2103907972,2046230,-4586077,4051688,-5108272,3763981,-6168731,-7440929,-6797589,-6951517
2103907973,2046231,-4589930,4053150,-5110780,3729388,-6171674,-7441287,-6789124,-6949276
2103907974,2046232,-4592406,4055316,-5112606,3722606,-6173838,-7441752,-6783010,-6948166
2103907975,2046233,-4593358,4056269,-5113381,3721094,-6174834,-7441881,-6778943,-6947372
2103907976,2046234,-4593336,4055971,-5113386,3719024,-6174875,-7441541,-6775154,-6946052
2103907977,2046235,-4592688,4054757,-5112965,3716822,-6174208,-7440992,-6771587,-6944341
2103907978,2046236,-4591604,4052949,-5112241,3715113,-6173026,-7440236,-6768040,-6942246
2103907979,2046237,-4590229,4050846,-5111311,3714489,-6171564,-7439296,-6764425,-6939823
2103907980,2046238,-4588052,4047831,-5109714,3714090,-6169418,-7437919,-6760369,-6936605
2103907981,2046239,-4584092,4042609,-5106716,3711265,-6165837,-7435942,-6755477,-6931619
2103907982,2046240,-4579262,4036407,-5103375,3708174,-6161412,-7433609,-6749854,-6925401
2103907983,2046241,-4575236,4032318,-5100715,3718985,-6157651,-7431714,-6746551,-6920867
2103979848,2046242,-4573183,4033398,-5099341,3757818,-6156169,-7431770,-6753992,-6923545
2103979849,2046243,-4572436,4034446,-5098792,3777159,-6155695,-7432344,-6763467,-6927671
2103979850,2046244,-4572286,4034628,-5098554,3779096,-6155406,-7432625,-6769390,-6930006
2103979851,2046245,-4573080,4035859,-5099037,3780577,-6155938,-7433375,-6774773,-6932656
2103979852,2046246,-4574224,4037525,-5099746,3781586,-6156780,-7434216,-6779713,-6935395
