# SwiftEEG raw counts,rate=1000,gain=24,lsb_uv=0.022351742
ts_us,seq,ch1_C4,ch2_P4,ch3_F4,ch4_Oz,ch5_AFz,ch6_F3,ch7_C3,ch8_P3
2103320523,2045657,-4560562,4011823,-5096052,3676916,-6175377,-7440086,-6780614,-6957228
2103320524,2045658,-4557312,4007471,-5093604,3675354,-6172374,-7438344,-6776049,-6952975
2103320525,2045659,-4552544,4001301,-5090141,3671436,-6168071,-7436055,-6770566,-6946981
2103398378,2045660,-4547818,3995700,-5086965,3674441,-6163604,-7433589,-6765291,-6940951
2103398379,2045661,-4544905,3995013,-5084986,3705885,-6161177,-7432831,-6768575,-6940852
2103398380,2045662,-4543799,3996668,-5084234,3736793,-6160545,-7433458,-6778996,-6945477
2103398381,2045663,-4543606,3996988,-5084028,3741223,-6160311,-7433933,-6785900,-6948297
2103398382,2045664,-4544054,3997812,-5084234,3742708,-6160507,-7434481,-6791324,-6950740
2103398383,2045665,-4545172,3999447,-5084962,3744057,-6161342,-7435376,-6796471,-6953521
2103398384,2045666,-4546614,4001422,-5085930,3744548,-6162474,-7436421,-6801392,-6956480
2103398385,2045667,-4548254,4003750,-5087026,3744773,-6163946,-7437514,-6806127,-6959556
2103398386,2045668,-4551429,4008168,-5089269,3745994,-6167066,-7439297,-6811546,-6964013
2103398387,2045669,-4556291,4013969,-5092701,3739876,-6171581,-7441521,-6816099,-6969204
2103398388,2045670,-4560760,4016343,-5095681,3704799,-6175186,-7442454,-6810891,-6968875
2103398389,2045671,-4563845,4018186,-5097838,3686587,-6177668,-7442826,-6802883,-6966855
2103398390,2045672,-4565413,4019818,-5099097,3685166,-6179213,-7443239,-6798465,-6966222
2103398391,2045673,-4565773,4020002,-5099391,3683228,-6179628,-7443104,-6794596,-6965117
2103398392,2045674,-4565325,4019114,-5099094,3681136,-6179210,-7442593,-6790904,-6963532
2103398393,2045675,-4564461,4017574,-5098554,3679171,-6178276,-7441985,-6787421,-6961654
2103398394,2045676,-4563237,4015614,-5097739,3678240,-6176936,-7441147,-6783859,-6959380
2103398395,2045677,-4561479,4013103,-5096472,3678009,-6175126,-7439947,-6779986,-6956529
2103398396,2045678,-4558259,4008793,-5094057,3676697,-6172139,-7438188,-6775427,-6952291
2103398397,2045679,-4553654,4002781,-5090743,3672913,-6168007,-7436065,-6770111,-6946482
2103398398,2045680,-4548996,3997201,-5087614,3675206,-6163614,-7433663,-6764820,-6940469
2103398399,2045681,-4546083,3996379,-5085631,3705586,-6161153,-7432873,-6767724,-6940152
2103398400,2045682,-4544924,3998074,-5084849,3737560,-6160491,-7433486,-6778144,-6944782
2103398401,2045683,-4544542,3998257,-5084466,3742490,-6160089,-7433811,-6785010,-6947510
2103398402,2045684,-4545069,3999151,-5084757,3743911,-6160369,-7434433,-6790551,-6950052
2103398403,2045685,-4546122,4000708,-5085422,3745213,-6161134,-7435257,-6795656,-6952765
2103398404,2045686,-4547611,4002738,-5086442,3745715,-6162320,-7436372,-6800648,-6955776
2103398405,2045687,-4549202,4005018,-5087497,3745926,-6163739,-7437437,-6805357,-6958816
2103398406,2045688,-4552391,4009426,-5089767,3747177,-6166872,-7439260,-6810814,-6963291
2103398407,2045689,-4557137,4015146,-5093089,3741551,-6171279,-7441387,-6815372,-6968416
2103398408,2045690,-4561738,4017704,-5096214,3706934,-6175037,-7442471,-6810512,-6968326
2103398409,2045691,-4564934,4019597,-5098443,3688049,-6177607,-7442908,-6802482,-6966341
2103398410,2045692,-4566299,4021036,-5099487,3686600,-6178928,-7443087,-6797801,-6965479
2103398411,2045693,-4566821,4021398,-5099959,3684664,-6179515,-7443116,-6794079,-6964527
2103398412,2045694,-4566476,4020608,-5099743,3682523,-6179194,-7442692,-6790471,-6963031
2103398413,2045695,-4565324,4018783,-5098904,3680515,-6177974,-7441787,-6786684,-6960863
2103398414,2045696,-4564140,4016872,-5098139,3679534,-6176680,-7440997,-6783152,-6958639
2103398415,2045697,-4562614,4014593,-5097102,3679276,-6175099,-7440024,-6779507,-6956033
2103398416,2045698,-4559528,4010431,-5094823,3677969,-6172233,-7438376,-6775069,-6951936
2103398417,2045699,-4554709,4004209,-5091264,3674174,-6167887,-7436022,-6769544,-6945909
2103398418,2045700,-4549987,3998546,-5088087,3676278,-6163435,-7433585,-6764171,-6939826
2103398419,2045701,-4547052,3997643,-5086109,3706223,-6160957,-7432784,-6766911,-6939399
2103398420,2045702,-4545871,3999336,-5085306,3738589,-6160267,-7433384,-6777316,-6944006
2103398421,2045703,-4545509,3999549,-5084946,3743722,-6159887,-7433734,-6784262,-6946782
2103398422,2045704,-4546136,4000540,-5085340,3745151,-6160266,-7434476,-6789929,-6949436
2103398423,2045705,-4547022,4001926,-5085840,3746442,-6160862,-7435137,-6794869,-6951985
2103398424,2045706,-4548449,4003897,-5086803,3747021,-6161991,-7436179,-6799801,-6954927
2103398425,2045707,-4550286,4006398,-5088099,3747179,-6163637,-7437477,-6804761,-6958206
2103398426,2045708,-4553336,4010669,-5090260,3748311,-6166641,-7439204,-6810122,-6962556
2103398427,2045709,-4558125,4016460,-5093624,3742937,-6171109,-7441404,-6814777,-6967748
2103398428,2045710,-4562744,4019058,-5096756,3708588,-6174871,-7442490,-6810004,-6967714
2103398429,2045711,-4565894,4020887,-5098926,3689425,-6177383,-7442844,-6801856,-6965640
2103398430,2045712,-4567543,4022609,-5100232,3687904,-6178991,-7443282,-6797408,-6965050
2103398431,2045713,-4567920,4022828,-5100547,3686003,-6179439,-7443157,-6793536,-6963968
2103398432,2045714,-4567424,4021900,-5100206,3683889,-6178972,-7442592,-6789782,-6962329
2103398433,2045715,-4566362,4020167,-5099453,3681894,-6177834,-7441768,-6786074,-6960237
2103398434,2045716,-4565087,4018149,-5098579,3680841,-6176447,-7440881,-6782451,-6957916
2103398435,2045717,-4563335,4015653,-5097323,3680579,-6174644,-7439681,-6778587,-6955094
2103398436,2045718,-4560287,4011536,-5095076,3679337,-6171811,-7438045,-6774157,-6951037
2103398437,2045719,-4555697,4005547,-5091739,3675498,-6167696,-7435909,-6768852,-6945257
2103458323,2045720,-4551161,4000026,-5088736,3677225,-6163421,-7433655,-6763635,-6939335
2103458324,2045721,-4548138,3998958,-5086682,3706393,-6160842,-7432751,-6766024,-6938659
2103458325,2045722,-4546992,4000740,-5085917,3739463,-6160199,-7433406,-6776491,-6943323
2103458326,2045723,-4546646,4000996,-5085581,3744879,-6159842,-7433791,-6783552,-6946172
2103458327,2045724,-4547014,4001728,-5085731,3746306,-6159978,-7434289,-6788997,-6948586
2103458328,2045725,-4548091,4003304,-5086415,3747660,-6160764,-7435151,-6794151,-6951339
2103458329,2045726,-4549406,4005151,-5087257,3748248,-6161771,-7436084,-6798984,-6954171
2103458330,2045727,-4551112,4007527,-5088434,3748406,-6163304,-7437276,-6803836,-6957321
2103458331,2045728,-4554164,4011791,-5090616,3749549,-6166312,-7439033,-6809231,-6961677
2103458332,2045729,-4558954,4017631,-5093989,3744835,-6170777,-7441259,-6814038,-6966956
2103458333,2045730,-4563494,4020226,-5097042,3711096,-6174484,-7442292,-6809507,-6967022
2103458334,2045731,-4566722,4022044,-5099277,3690863,-6177057,-7442687,-6801301,-6964931
2103458335,2045732,-4568272,4023671,-5100477,3689263,-6178547,-7443001,-6796659,-6964187
2103458336,2045733,-4568744,4023988,-5100876,3687383,-6179080,-7442946,-6792830,-6963169
2103458337,2045734,-4568590,4023392,-5100854,3685274,-6178957,-7442701,-6789386,-6961855
2103458338,2045735,-4567477,4021609,-5100051,3683296,-6177768,-7441826,-6785616,-6959713
2103458339,2045736,-4566212,4019631,-5099198,3682215,-6176402,-7440957,-6782007,-6957418
2103458340,2045737,-4564671,4017344,-5098154,3682005,-6174809,-7439957,-6778336,-6954796
2103458341,2045738,-4561684,4013293,-5095942,3680799,-6172026,-7438347,-6773938,-6950798
2103458342,2045739,-4556959,4007172,-5092442,3676904,-6167776,-7436073,-6768496,-6944882
2103458343,2045740,-4552217,4001422,-5089260,3678435,-6163306,-7433626,-6763056,-6938745
2103458344,2045741,-4548945,4000048,-5086986,3707205,-6160483,-7432494,-6765074,-6937747
2103458345,2045742,-4547771,4001839,-5086204,3740713,-6159815,-7433141,-6775547,-6942414
2103458346,2045743,-4547552,4002231,-5085999,3746314,-6159595,-7433665,-6782790,-6945410
2103458347,2045744,-4548153,4003180,-5086376,3747711,-6159956,-7434415,-6788484,-6948053
2103458348,2045745,-4549084,4004617,-5086929,3749104,-6160606,-7435135,-6793504,-6950667
2103458349,2045746,-4550369,4006437,-5087751,3749679,-6161587,-7436042,-6798298,-6953467
2103458350,2045747,-4552051,4008783,-5088903,3749807,-6163072,-7437213,-6803127,-6956596
2103458351,2045748,-4554952,4012879,-5090938,3750961,-6165926,-7438832,-6808386,-6960802
2103458352,2045749,-4559882,4018896,-5094460,3746651,-6170544,-7441217,-6813451,-6966279
2103458353,2045750,-4564443,4021569,-5097523,3713394,-6174273,-7442280,-6809165,-6966479
2103458354,2045751,-4567544,4023198,-5099611,3692426,-6176705,-7442510,-6800722,-6964190
2103458355,2045752,-4569275,4024994,-5100987,3690654,-6178376,-7442983,-6796190,-6963597
2103458356,2045753,-4569717,4025277,-5101358,3688675,-6178886,-7442887,-6792309,-6962541
2103458357,2045754,-4569539,4024660,-5101306,3686544,-6178736,-7442600,-6788809,-6961190
2103458358,2045755,-4568529,4022994,-5100597,3684529,-6177662,-7441832,-6785146,-6959155
2103458359,2045756,-4567086,4020826,-5099566,3683489,-6176115,-7440779,-6781349,-6956676
2103458360,2045757,-4565565,4018552,-5098531,3683154,-6174536,-7439790,-6777679,-6954071
2103458361,2045758,-4562649,4014579,-5096416,3682220,-6171817,-7438225,-6773344,-6950150
2103458362,2045759,-4557806,4008326,-5092860,3678955,-6167444,-7435821,-6767792,-6944135
2103458363,2045760,-4553111,4002604,-5089660,3679998,-6163032,-7433428,-6762412,-6938051
2103458364,2045761,-4550118,4001481,-5087644,3708381,-6160489,-7432587,-6764658,-6937290
2103458365,2045762,-4548847,4003187,-5086779,3741976,-6159731,-7433159,-6775026,-6941860
2103458366,2045763,-4548497,4003451,-5086456,3747754,-6159387,-7433562,-6782173,-6944754
2103458367,2045764,-4548992,4004292,-5086738,3749153,-6159651,-7434217,-6787770,-6947295
2103458368,2045765,-4550116,4005913,-5087469,3750528,-6160481,-7435130,-6792986,-6950077
2103458369,2045766,-4551481,4007819,-5088366,3751145,-6161543,-7436121,-6797866,-6952963
2103458370,2045767,-4553034,4010021,-5089388,3751374,-6162898,-7437162,-6802566,-6955955
2103458371,2045768,-4555949,4014126,-5091461,3752528,-6165772,-7438839,-6807867,-6960172
2103458372,2045769,-4560687,4019983,-5094801,3748579,-6170216,-7441052,-6812824,-6965503
2103458373,2045770,-4565270,4022721,-5097885,3715439,-6173979,-7442151,-6808751,-6965838
2103458374,2045771,-4568510,4024449,-5100096,3693789,-6176528,-7442492,-6800347,-6963617
2103458375,2045772,-4570046,4026056,-5101264,3692174,-6177996,-7442737,-6795551,-6962782
2103458376,2045773,-4570672,4026539,-5101817,3690263,-6178683,-7442822,-6791827,-6961911
2103458377,2045774,-4570494,4025953,-5101771,3688150,-6178539,-7442539,-6788325,-6960562
2103458378,2045775,-4569550,4024334,-5101121,3686136,-6177521,-7441812,-6784702,-6958582
2103458379,2045776,-4568268,4022314,-5100238,3685071,-6176127,-7440911,-6781055,-6956263
2103458380,2045777,-4566651,4019966,-5099117,3684788,-6174456,-7439831,-6777297,-6953572
2103458381,2045778,-4563836,4016111,-5097072,3683711,-6171829,-7438341,-6773037,-6949755
2103458382,2045779,-4559177,4010046,-5093651,3680088,-6167641,-7436108,-6767659,-6943922
2103458383,2045780,-4554315,4004118,-5090328,3680966,-6163057,-7433552,-6762041,-6937627
2103458384,2045781,-4551206,4002734,-5088219,3708134,-6160364,-7432571,-6763736,-6936488
2103458385,2045782,-4549913,4004496,-5087347,3742773,-6159597,-7433141,-6774074,-6941044
2103458386,2045783,-4549608,4004881,-5087076,3749163,-6159317,-7433624,-6781449,-6944091
2103458387,2045784,-4549940,4005563,-5087202,3750556,-6159417,-7434106,-6786929,-6946492
2103458388,2045785,-4550977,4007102,-5087866,3751987,-6160182,-7434946,-6792093,-6949226
2103458389,2045786,-4552476,4009126,-5088892,3752539,-6161371,-7436074,-6797137,-6952242
2103458390,2045787,-4554089,4011378,-5089976,3752714,-6162776,-7437187,-6801915,-6955296
2103458391,2045788,-4556865,4015324,-5091903,3753796,-6165505,-7438748,-6807095,-6959382
2103458392,2045789,-4561584,4021188,-5095222,3750220,-6169920,-7440952,-6812132,-6964741
2103458393,2045790,-4566217,4024058,-5098364,3717654,-6173754,-7442114,-6808346,-6965252
2103458394,2045791,-4569601,4025878,-5100709,3695211,-6176448,-7442563,-6799999,-6963127
2103458395,2045792,-4571217,4027549,-5101948,3693388,-6177997,-7442879,-6795216,-6962345
2103458396,2045793,-4571716,4027905,-5102374,3691461,-6178555,-7442833,-6791344,-6961322
2103458397,2045794,-4571442,4027220,-5102229,3689288,-6178320,-7442442,-6787716,-6959884
2103458398,2045795,-4570439,4025558,-5101526,3687259,-6177258,-7441662,-6784035,-6957857
2103458399,2045796,-4569339,4023719,-5100811,3686146,-6176037,-7440931,-6780569,-6955703
2103458400,2045797,-4567841,4021483,-5099779,3685829,-6174481,-7439946,-6776915,-6953123
2103458401,2045798,-4565015,4017626,-5097736,3684831,-6171842,-7438426,-6772616,-6949286
2103458402,2045799,-4560282,4011493,-5094220,3681208,-6167579,-7436111,-6767165,-6943393
2103458403,2045800,-4555644,4005751,-5091126,3681615,-6163216,-7433787,-6761714,-6937290
2103458404,2045801,-4552467,4004144,-5088983,3707349,-6160439,-7432704,-6762869,-6935816
2103458405,2045802,-4550966,4005789,-5087903,3743091,-6159477,-7433080,-6772963,-6940174
2103458406,2045803,-4550606,4006181,-5087581,3750241,-6159158,-7433538,-6780471,-6943275
2103458407,2045804,-4551054,4006964,-5087816,3751591,-6159371,-7434149,-6786127,-6945819
2103458408,2045805,-4552143,4008558,-5088535,3752976,-6160184,-7435056,-6791381,-6948622
2103458409,2045806,-4553374,4010326,-5089297,3753646,-6161111,-7435913,-6796181,-6951382
2103458410,2045807,-4555034,4012629,-5090429,3753813,-6162564,-7437075,-6801026,-6954511
2103458411,2045808,-4557976,4016713,-5092542,3754853,-6165459,-7438826,-6806411,-6958768
2103458412,2045809,-4562666,4022572,-5095857,3751495,-6169866,-7441048,-6811484,-6964118
2103548242,2045810,-4567363,4025509,-5099047,3719147,-6173746,-7442259,-6807811,-6964714
2103548243,2045811,-4570616,4027173,-5101237,3696559,-6176282,-7442535,-6799267,-6962414
2103548244,2045812,-4572385,4029026,-5102632,3694746,-6177991,-7442991,-6794614,-6961783
2103548245,2045813,-4572781,4029281,-5102944,3692815,-6178445,-7442831,-6790632,-6960659
2103548246,2045814,-4572449,4028557,-5102726,3690731,-6178151,-7442381,-6786947,-6959159
2103548247,2045815,-4571512,4026959,-5102084,3688721,-6177144,-7441651,-6783323,-6957200
2103548248,2045816,-4570315,4025026,-5101296,3687561,-6175844,-7440834,-6779774,-6954981
2103548249,2045817,-4568699,4022673,-5100153,3687281,-6174165,-7439734,-6775999,-6952290
2103548250,2045818,-4565881,4018843,-5098076,3686277,-6171525,-7438189,-6771699,-6948456
2103548251,2045819,-4561446,4013023,-5094833,3682594,-6167556,-7436154,-6766539,-6942871
2103548252,2045820,-4556680,4007137,-5091639,3682868,-6163071,-7433721,-6760966,-6936646
2103548253,2045821,-4553262,4005247,-5089270,3708407,-6160059,-7432419,-6761841,-6934900
2103548254,2045822,-4551879,4007019,-5088329,3744314,-6159213,-7432935,-6772084,-6939388
2103548255,2045823,-4551589,4007484,-5088082,3751551,-6158974,-7433464,-6779689,-6942574
2103548256,2045824,-4551896,4008128,-5088176,3752956,-6159048,-7433953,-6785218,-6944971
2103548257,2045825,-4552852,4009575,-5088752,3754322,-6159711,-7434722,-6790334,-6947622
2103548258,2045826,-4554311,4011570,-5089748,3754971,-6160862,-7435814,-6795357,-6950617
2103548259,2045827,-4555973,4013867,-5090894,3755088,-6162324,-7436987,-6800212,-6953751
2103548260,2045828,-4558864,4017890,-5092963,3756066,-6165181,-7438707,-6805557,-6957957
2103548261,2045829,-4563681,4023887,-5096407,3752882,-6169716,-7441072,-6810822,-6963464
2103548262,2045830,-4568194,4026704,-5099411,3721064,-6173420,-7442119,-6807171,-6963991
2103548263,2045831,-4571603,4028506,-5101761,3697913,-6176117,-7442529,-6798721,-6961804
2103548264,2045832,-4573309,4030279,-5103076,3696020,-6177744,-7442882,-6793917,-6961061
2103548265,2045833,-4573869,4030698,-5103539,3694070,-6178369,-7442875,-6790080,-6960103
2103548266,2045834,-4573538,4029976,-5103324,3691982,-6178083,-7442409,-6786378,-6958603
2103548267,2045835,-4572674,4028457,-5102750,3689936,-6177152,-7441757,-6782819,-6956704
2103548268,2045836,-4571341,4026382,-5101808,3688759,-6175700,-7440792,-6779125,-6954335
2103548269,2045837,-4569864,4024173,-5100804,3688468,-6174170,-7439837,-6775498,-6951793
2103548270,2045838,-4567124,4020421,-5098806,3687448,-6171591,-7438334,-6771244,-6948036
2103548271,2045839,-4562549,4014471,-5095407,3683748,-6167492,-7436157,-6765952,-6942330
2103548272,2045840,-4557864,4008648,-5092285,3683693,-6163099,-7433816,-6760443,-6936186
2103548273,2045841,-4554449,4006648,-5089943,3708211,-6160076,-7432497,-6761021,-6934259
2103548274,2045842,-4553071,4008457,-5089021,3744768,-6159247,-7433027,-6771209,-6938730
2103548275,2045843,-4552641,4008839,-5088641,3752629,-6158865,-7433453,-6778812,-6941862
2103548276,2045844,-4553046,4009581,-5088832,3754024,-6159040,-7434049,-6784484,-6944385
2103548277,2045845,-4554141,4011165,-5089561,3755375,-6159859,-7434966,-6789779,-6947189
2103548278,2045846,-4555347,4012914,-5090314,3756057,-6160763,-7435811,-6794569,-6949936
2103548279,2045847,-4557017,4015205,-5091461,3756208,-6162208,-7436994,-6799442,-6953076
2103548280,2045848,-4559821,4019135,-5093461,3757233,-6164983,-7438668,-6804732,-6957208
2103548281,2045849,-4564370,4024914,-5096656,3754606,-6169266,-7440799,-6809859,-6962511
2103548282,2045850,-4568911,4027858,-5099691,3723769,-6173033,-7441906,-6806607,-6963266
2103548283,2045851,-4572381,4029606,-5102064,3699459,-6175751,-7442331,-6798099,-6961042
2103548284,2045852,-4574065,4031333,-5103336,3697294,-6177341,-7442615,-6793144,-6960207
2103548285,2045853,-4574755,4031893,-5103921,3695421,-6178084,-7442724,-6789384,-6959360
2103548286,2045854,-4574559,4031308,-5103836,3693366,-6177934,-7442385,-6785794,-6957986
2103548287,2045855,-4573549,4029649,-5103123,3691357,-6176859,-7441585,-6782081,-6955944
2103548288,2045856,-4572256,4027627,-5102239,3690189,-6175456,-7440667,-6778414,-6953619
2103548289,2045857,-4570786,4025409,-5101229,3689863,-6173909,-7439691,-6774770,-6951063
2103548290,2045858,-4568136,4021763,-5099309,3688858,-6171414,-7438259,-6770592,-6947399
2103548291,2045859,-4563644,4015887,-5095961,3685106,-6167387,-7436131,-6765363,-6941767
2103548292,2045860,-4558832,4009916,-5092730,3684943,-6162877,-7433684,-6759731,-6935491
2103548293,2045861,-4555416,4007885,-5090407,3708979,-6159857,-7432391,-6760218,-6933517
2103548294,2045862,-4553987,4009661,-5089438,3745778,-6158988,-7432897,-6770354,-6937930
2103548295,2045863,-4553554,4010057,-5089059,3753865,-6158609,-7433336,-6778010,-6941087
2103548296,2045864,-4553811,4010649,-5089127,3755275,-6158644,-7433803,-6783549,-6943468
2103548297,2045865,-4554856,4012176,-5089804,3756649,-6159405,-7434671,-6788797,-6946219
2103548298,2045866,-4556272,4014119,-5090747,3757329,-6160514,-7435716,-6793791,-6949165
2103548299,2045867,-4557953,4016417,-5091911,3757475,-6161979,-7436909,-6798677,-6952319
2103548300,2045868,-4560516,4020097,-5093680,3758462,-6164502,-7438360,-6803745,-6956206
2103548301,2045869,-4565115,4025968,-5096918,3756326,-6168841,-7440557,-6809050,-6961632
2103548302,2045870,-4569806,4029164,-5100107,3726344,-6172779,-7441853,-6806335,-6962759
2103548303,2045871,-4573215,4030761,-5102418,3700966,-6175426,-7442184,-6797641,-6960384
2103548304,2045872,-4575102,4032669,-5103884,3698613,-6177205,-7442650,-6792782,-6959688
2103548305,2045873,-4575879,4033319,-5104559,3696643,-6178047,-7442834,-6789079,-6958919
2103548306,2045874,-4575453,4032521,-5104246,3694480,-6177665,-7442260,-6785224,-6957302
2103548307,2045875,-4574556,4030982,-5103644,3692398,-6176719,-7441570,-6781611,-6955369
2103548308,2045876,-4573234,4028924,-5102712,3691209,-6175291,-7440618,-6777907,-6953011
2103548309,2045877,-4571829,4026779,-5101773,3690858,-6173814,-7439709,-6774319,-6950527
2103548310,2045878,-4569171,4023133,-5099829,3689934,-6171299,-7438239,-6770104,-6946845
2103548311,2045879,-4564565,4017158,-5096352,3686174,-6167162,-7435982,-6764759,-6941111
2103548312,2045880,-4559842,4011256,-5093213,3685778,-6162741,-7433618,-6759188,-6934915
2103548313,2045881,-4556538,4009217,-5091014,3708903,-6159801,-7432407,-6759507,-6932877
2103620176,2045882,-4555120,4011043,-5090075,3746111,-6158946,-7432949,-6769588,-6937286
2103620177,2045883,-4554591,4011392,-5089613,3754778,-6158488,-7433311,-6777291,-6940419
2103620178,2045884,-4554913,4012051,-5089736,3756235,-6158597,-7433846,-6782940,-6942889
2103620179,2045885,-4555794,4013423,-5090256,3757644,-6159203,-7434562,-6788047,-6945504
2103620180,2045886,-4557266,4015424,-5091269,3758344,-6160371,-7435678,-6793117,-6948519
2103620181,2045887,-4558907,4017674,-5092396,3758493,-6161788,-7436837,-6797970,-6951620
2103620182,2045888,-4561479,4021343,-5094183,3759474,-6164321,-7438318,-6803084,-6955519
2103620183,2045889,-4566047,4027188,-5097404,3757469,-6168639,-7440522,-6808410,-6960923
2103620184,2045890,-4570686,4030371,-5100533,3727926,-6172524,-7441760,-6805740,-6962046
2103620185,2045891,-4574248,4032103,-5102974,3702251,-6175309,-7442215,-6797157,-6959807
2103620186,2045892,-4575999,4033886,-5104301,3699831,-6176956,-7442529,-6792108,-6958966
2103620187,2045893,-4576615,4034372,-5104805,3697960,-6177619,-7442532,-6788219,-6958007
2103620188,2045894,-4576512,4033911,-5104804,3695881,-6177563,-7442266,-6784674,-6956701
2103620189,2045895,-4575564,4032329,-5104137,3693818,-6176564,-7441511,-6780991,-6954720
2103620190,2045896,-4574239,4030272,-5103208,3692607,-6175130,-7440546,-6777286,-6952371
2103620191,2045897,-4572770,4028074,-5102212,3692249,-6173597,-7439584,-6773646,-6949839
2103620192,2045898,-4570239,4024554,-5100380,3691339,-6171192,-7438217,-6769538,-6946277
2103620193,2045899,-4565772,4018713,-5097022,3687589,-6167189,-7436098,-6764325,-6940692
2103620194,2045900,-4560972,4012728,-5093818,3687022,-6162696,-7433675,-6758676,-6934411
2103620195,2045901,-4557606,4010547,-5091582,3709292,-6159696,-7432406,-6758710,-6932171
2103620196,2045902,-4556230,4012422,-5090693,3746943,-6158887,-7432986,-6768773,-6936585
2103620197,2045903,-4555691,4012804,-5090223,3756144,-6158422,-7433363,-6776588,-6939785
2103620198,2045904,-4555798,4013251,-5090149,3757548,-6158318,-7433699,-6782065,-6942067
2103620199,2045905,-4556763,4014701,-5090754,3758938,-6159000,-7434507,-6787272,-6944759
2103620200,2045906,-4558127,4016596,-5091660,3759696,-6160062,-7435514,-6792239,-6947662
2103620201,2045907,-4559776,4018858,-5092791,3759803,-6161482,-7436688,-6797118,-6950779
2103620202,2045908,-4562304,4022473,-5094548,3760728,-6163982,-7438154,-6802208,-6954649
2103620203,2045909,-4566785,4028254,-5097686,3759092,-6168222,-7440285,-6807549,-6960022
2103620204,2045910,-4571684,4031784,-5101087,3730149,-6172379,-7441807,-6805462,-6961584
2103620205,2045911,-4575274,4033471,-5103548,3703323,-6175171,-7442249,-6796813,-6959292
2103620206,2045912,-4577156,4035366,-5104969,3700720,-6176938,-7442657,-6791776,-6958506
2103620207,2045913,-4577656,4035757,-5105356,3698868,-6177501,-7442549,-6787737,-6957439
2103620208,2045914,-4577442,4035174,-5105244,3696842,-6177341,-7442172,-6784068,-6956021
2103620209,2045915,-4576680,4033773,-5104755,3695066,-6176529,-7441612,-6780571,-6954227
2103620210,2045916,-4575376,4031732,-5103862,3693768,-6175116,-7440669,-6776882,-6951894
2103620211,2045917,-4573796,4029408,-5102739,3693373,-6173456,-7439566,-6773104,-6949231
2103620212,2045918,-4571252,4025883,-5100916,3692641,-6171046,-7438156,-6768965,-6945667
2103620213,2045919,-4566946,4020206,-5097766,3689583,-6167210,-7436183,-6763904,-6940250
2103620214,2045920,-4562191,4014236,-5094542,3688435,-6162772,-7433811,-6758290,-6934006
2103620215,2045921,-4558692,4011809,-5092170,3709746,-6159618,-7432392,-6757937,-6931489
2103620216,2045922,-4557049,4013458,-5091011,3747858,-6158540,-7432715,-6767650,-6935597
2103620217,2045923,-4556632,4014020,-5090672,3757657,-6158216,-7433256,-6775721,-6939016
2103620218,2045924,-4556926,4014653,-5090791,3759071,-6158301,-7433786,-6781426,-6941492
2103620219,2045925,-4557909,4016111,-5091417,3760489,-6159016,-7434613,-6786675,-6944214
2103620220,2045926,-4559237,4017968,-5092282,3761249,-6160039,-7435591,-6791625,-6947098
2103620221,2045927,-4560632,4019986,-5093172,3761427,-6161200,-7436518,-6796267,-6949967
2103620222,2045928,-4563143,4023562,-5094927,3762306,-6163679,-7437991,-6801370,-6953819
2103620223,2045929,-4567753,4029493,-5098202,3761019,-6168055,-7440279,-6806917,-6959348
2103620224,2045930,-4572497,4032976,-5101438,3733041,-6172087,-7441679,-6804997,-6960931
2103620225,2045931,-4576052,4034557,-5103837,3705399,-6174831,-7442061,-6796249,-6958551
2103620226,2045932,-4578011,4036508,-5105347,3702628,-6176644,-7442507,-6791161,-6957786
2103620227,2045933,-4578624,4037023,-5105853,3700810,-6177309,-7442504,-6787201,-6956816
2103620228,2045934,-4578495,4036534,-5105799,3698719,-6177232,-7442190,-6783586,-6955469
2103620229,2045935,-4577592,4034991,-5105169,3696647,-6176277,-7441462,-6779919,-6953524
2103620230,2045936,-4576511,4033171,-5104476,3695288,-6175084,-7440737,-6776441,-6951406
2103620231,2045937,-4575006,4030945,-5103432,3694911,-6173500,-7439714,-6772745,-6948831
2103620232,2045938,-4572491,4027466,-5101620,3694175,-6171102,-7438316,-6768611,-6945284
2103620233,2045939,-4567855,4021470,-5098122,3690768,-6166936,-7435991,-6763226,-6939541
2103620234,2045940,-4563069,4015468,-5094904,3689766,-6162475,-7433602,-6757591,-6933286
2103620235,2045941,-4559729,4013172,-5092706,3710766,-6159497,-7432384,-6757358,-6930909
2103620236,2045942,-4558106,4014829,-5091581,3748951,-6158439,-7432749,-6767053,-6935011
2103620237,2045943,-4557561,4015274,-5091114,3759032,-6157989,-7433151,-6775036,-6938306
2103620238,2045944,-4557905,4015949,-5091292,3760391,-6158131,-7433745,-6780813,-6940835
2103620239,2045945,-4558739,4017266,-5091771,3761765,-6158691,-7434436,-6785922,-6943411
2103620240,2045946,-4559912,4018973,-5092486,3762551,-6159561,-7435249,-6790724,-6946134
2103620241,2045947,-4561524,4021189,-5093586,3762729,-6160927,-7436396,-6795568,-6949215
2103620242,2045948,-4564209,4024913,-5095514,3763593,-6163564,-7438057,-6800842,-6953236
2103620243,2045949,-4568673,4030710,-5098662,3762399,-6167807,-7440219,-6806292,-6958635
2103620244,2045950,-4573506,4034308,-5101986,3734599,-6171928,-7441707,-6804529,-6960352
2103620245,2045951,-4577024,4035840,-5104331,3706727,-6174636,-7442021,-6795714,-6957916
