# SwiftEEG raw counts,rate=250,gain=24,lsb_uv=0.022351742
ts_us,seq,ch1_C4,ch2_P4,ch3_F4,ch4_Oz,ch5_AFz,ch6_F3,ch7_C3,ch8_P3
2034980775,1977309,16371,3291409,-5357018,3189827,-6593001,-7441187,-7926582,-7673811
2034980776,1977310,8798,3284002,-5356767,3183711,-6592953,-7441564,-7930420,-7675547
2035064614,1977311,-23500,3251900,-5355937,3161026,-6591689,-7440912,-7928719,-7673483
2035064615,1977312,-80632,3204934,-5354611,3123009,-6589202,-7438695,-7916359,-7665208
2035064616,1977313,-101803,3188624,-5353328,3117456,-6587082,-7436893,-7906266,-7658749
2035064617,1977314,-116242,3170904,-5351039,3119380,-6584041,-7434851,-7898193,-7652650
2035064618,1977315,-135085,3147115,-5347591,3120989,-6579625,-7432224,-7889948,-7645239
2035064619,1977316,-151591,3135392,-5344232,3125655,-6575174,-7429542,-7881835,-7637817
2035064620,1977317,-160914,3125566,-5341772,3134333,-6571764,-7427233,-7874368,-7631544
2035064621,1977318,-163772,3120754,-5340525,3144744,-6569813,-7425647,-7867977,-7627064
2035064622,1977319,-162115,3122442,-5340202,3154676,-6569093,-7424817,-7862763,-7624171
2035064623,1977320,-142009,3137434,-5340426,3171716,-6569250,-7424729,-7861446,-7624177
2035064624,1977321,-87489,3173461,-5341336,3208759,-6570846,-7426318,-7871277,-7630954
2035064625,1977322,-62030,3186481,-5342442,3218668,-6572622,-7428109,-7881536,-7637589
2035064626,1977323,-52516,3194253,-5343434,3214243,-6574206,-7429381,-7888294,-7642067
2035064627,1977324,-36492,3211995,-5345617,3211235,-6577402,-7431321,-7894976,-7647435
2035064628,1977325,-15043,3239273,-5349015,3208616,-6582128,-7433884,-7902141,-7654334
2035064629,1977326,4223,3265784,-5352295,3203417,-6586882,-7436516,-7909367,-7661404
2035064630,1977327,15783,3283362,-5354684,3197052,-6590576,-7438859,-7916171,-7667505
2035064631,1977328,18570,3289746,-5355993,3192599,-6592621,-7440413,-7921934,-7671832
2035064632,1977329,15678,3288537,-5356535,3187751,-6593594,-7441426,-7926849,-7674878
2035064633,1977330,8178,3281116,-5356348,3181591,-6593597,-7441867,-7930744,-7676666
2035064634,1977331,-24618,3248503,-5355616,3158442,-6592431,-7441294,-7929006,-7674630
2035064635,1977332,-81558,3201666,-5354139,3120678,-6589815,-7438932,-7916434,-7666187
2035064636,1977333,-102225,3185809,-5352736,3115431,-6587574,-7437009,-7906295,-7659659
2035064637,1977334,-116556,3168452,-5350512,3117337,-6584597,-7435016,-7898292,-7653656
2035064638,1977335,-135368,3144773,-5347055,3118893,-6580177,-7432373,-7890051,-7646251
2035064639,1977336,-152046,3132881,-5343621,3123426,-6575653,-7429617,-7881897,-7638762
2035064640,1977337,-161689,3122746,-5341286,3131905,-6572381,-7427466,-7874589,-7632640
2035064641,1977338,-164678,3117763,-5339981,3142339,-6570369,-7425830,-7868150,-7628089
2035064642,1977339,-163122,3119272,-5339521,3152158,-6569501,-7424855,-7862793,-7625045
2035064643,1977340,-143970,3133314,-5339761,3168486,-6569663,-7424769,-7861337,-7624963
2035064644,1977341,-89821,3168968,-5340737,3205381,-6571318,-7426425,-7871053,-7631698
2035064645,1977342,-63423,3182881,-5341649,3216051,-6572912,-7428036,-7881231,-7638216
2035064646,1977343,-53887,3190597,-5342736,3211674,-6574582,-7429416,-7888126,-7642816
2035064647,1977344,-37997,3208083,-5344970,3208690,-6577819,-7431416,-7894886,-7648239
2035064648,1977345,-16544,3235234,-5348317,3206071,-6582511,-7433936,-7902016,-7655084
2035064649,1977346,2902,3261898,-5351706,3200981,-6587376,-7436664,-7909352,-7662257
2035064650,1977347,14691,3279782,-5353997,3194616,-6590962,-7438894,-7916041,-7668257
2035064651,1977348,17873,3286598,-5355302,3189475,-6592987,-7440425,-7921774,-7672576
2035064652,1977349,15291,3285644,-5355757,3184862,-6593899,-7441364,-7926621,-7675548
2035064653,1977350,8068,3278580,-5355534,3178968,-6593876,-7441769,-7930519,-7677342
2035064654,1977351,-22555,3248206,-5354709,3157463,-6592658,-7441164,-7929201,-7675516
2035064655,1977352,-80081,3200924,-5353268,3119003,-6590068,-7438853,-7916924,-7667226
2035064656,1977353,-102317,3183564,-5351908,3112494,-6587854,-7436948,-7906574,-7660591
2035064657,1977354,-116491,3166412,-5349648,3114516,-6584836,-7434888,-7898463,-7654511
2035064658,1977355,-135162,3142913,-5346368,3116065,-6580608,-7432412,-7890367,-7647279
2035064659,1977356,-151912,3130964,-5342980,3120546,-6576136,-7429723,-7882249,-7639841
2035064660,1977357,-161569,3120693,-5340533,3129068,-6572724,-7427462,-7874812,-7633574
2035064661,1977358,-164698,3115496,-5339281,3139457,-6570753,-7425888,-7868418,-7629061
2035064662,1977359,-163076,3116995,-5338809,3149463,-6569884,-7424927,-7863064,-7625988
2035064663,1977360,-142782,3132138,-5338929,3166759,-6569944,-7424745,-7861721,-7625905
2035064664,1977361,-88336,3168111,-5339880,3203767,-6571570,-7426392,-7871669,-7632761
2035064665,1977362,-63376,3180506,-5341057,3213284,-6573404,-7428246,-7881917,-7639401
2035064666,1977363,-54074,3187974,-5342074,3208863,-6575005,-7429551,-7888684,-7643893
2035064667,1977364,-38436,3205206,-5344227,3205831,-6578143,-7431475,-7895329,-7649191
2035118561,1977365,-17048,3232269,-5347624,3203249,-6582869,-7434054,-7902478,-7656056
2035118562,1977366,2485,3259031,-5350998,3198181,-6587718,-7436768,-7909756,-7663207
2035118563,1977367,14351,3277069,-5353377,3191719,-6591401,-7439059,-7916507,-7669291
2035118564,1977368,17575,3283973,-5354731,3186516,-6593486,-7440619,-7922274,-7673653
2035118565,1977369,15026,3283186,-5355197,3181899,-6594421,-7441572,-7927122,-7676649
2035118566,1977370,7728,3276089,-5355092,3175844,-6594518,-7442084,-7931103,-7678550
2035118567,1977371,-24776,3243869,-5354215,3152799,-6593226,-7441381,-7929294,-7676426
2035118568,1977372,-81878,3197026,-5352813,3114766,-6590679,-7439085,-7916830,-7668078
2035118569,1977373,-102716,3181084,-5351377,3109362,-6588409,-7437120,-7906639,-7661518
2035118570,1977374,-116918,3163974,-5349267,3111184,-6585549,-7435196,-7898722,-7655641
2035118571,1977375,-135659,3140503,-5345830,3112628,-6581162,-7432562,-7890517,-7648292
2035118572,1977376,-152551,3128398,-5342432,3116996,-6576689,-7429874,-7882427,-7640856
2035118573,1977377,-162439,3117868,-5340049,3125372,-6573347,-7427694,-7875092,-7634661
2035118574,1977378,-165740,3112412,-5338723,3135644,-6571304,-7426057,-7868652,-7630070
2035118575,1977379,-164453,3113548,-5338141,3145699,-6570309,-7424975,-7863162,-7626877
2035118576,1977380,-146978,3125898,-5338249,3161479,-6570346,-7424754,-7861254,-7626480
2035118577,1977381,-93429,3160967,-5339259,3198182,-6571969,-7426361,-7870564,-7633015
2035118578,1977382,-65201,3176679,-5340231,3210403,-6573622,-7428054,-7881007,-7639717
2035118579,1977383,-55698,3184334,-5341437,3206118,-6575413,-7429576,-7888114,-7644483
2035118580,1977384,-40224,3201263,-5343475,3202989,-6578443,-7431407,-7894737,-7649703
2035118581,1977385,-18961,3228074,-5346865,3200404,-6583158,-7433984,-7901929,-7656580
2035118582,1977386,630,3254881,-5350260,3195431,-6588018,-7436722,-7909255,-7663761
2035118583,1977387,12728,3273163,-5352691,3189158,-6591774,-7439054,-7916070,-7669919
2035118584,1977388,16134,3280379,-5353934,3184055,-6593753,-7440506,-7921751,-7674197
2035118585,1977389,13608,3279650,-5354399,3179429,-6594687,-7441454,-7926608,-7677203
2035118586,1977390,6560,3272894,-5354311,3173494,-6594819,-7441991,-7930651,-7679160
2035118587,1977391,-24035,3242619,-5353451,3151857,-6593573,-7441352,-7929305,-7677321
2035118588,1977392,-81611,3195300,-5351986,3113326,-6590970,-7439010,-7917016,-7669010
2035118589,1977393,-103765,3178060,-5350745,3106894,-6588874,-7437215,-7906795,-7662512
2035118590,1977394,-117799,3161263,-5348670,3108806,-6586049,-7435316,-7898851,-7656644
2035118591,1977395,-136436,3137976,-5345239,3110286,-6581673,-7432687,-7890617,-7649299
2035118592,1977396,-153381,3125823,-5341783,3114646,-6577137,-7429952,-7882475,-7641801
2035118593,1977397,-163432,3115124,-5339199,3123051,-6573592,-7427581,-7874939,-7635392
2035118594,1977398,-166888,3109501,-5338026,3133317,-6571689,-7426107,-7868642,-7630944
2035118595,1977399,-165710,3110544,-5337522,3143418,-6570764,-7425109,-7863220,-7627814
2035118596,1977400,-148614,3122670,-5337664,3158929,-6570825,-7424924,-7861286,-7627393
2035118597,1977401,-95249,3160766,-5338639,3195591,-6572421,-7426492,-7870440,-7633826
2035118598,1977402,-66497,3175468,-5339611,3208361,-6574073,-7428185,-7880928,-7640561
2035118599,1977403,-57113,3181807,-5340811,3204019,-6575854,-7429706,-7888056,-7645333
2035118600,1977404,-41870,3198501,-5342919,3200898,-6578930,-7431629,-7894763,-7650617
2035118601,1977405,-20614,3225276,-5346264,3198381,-6583589,-7434156,-7901909,-7657431
2035118602,1977406,-847,3252276,-5349595,3193462,-6588377,-7436788,-7909136,-7664531
2035118603,1977407,11408,3270791,-5352058,3187230,-6592167,-7439146,-7915971,-7670729
2035118604,1977408,14874,3278144,-5353436,3182052,-6594331,-7440751,-7921808,-7675189
2035118605,1977409,12543,3277651,-5353727,3177424,-6595093,-7441519,-7926489,-7678027
2035118606,1977410,5828,3271211,-5353607,3171686,-6595192,-7442024,-7930529,-7679974
2035118607,1977411,-22470,3242581,-5352924,3151833,-6594172,-7441612,-7929903,-7678634
2035118608,1977412,-80533,3193509,-5351539,3112561,-6591656,-7439379,-7918004,-7670551
2035118609,1977413,-104664,3175731,-5350249,3104402,-6589494,-7437491,-7907437,-7663790
2035118610,1977414,-118614,3159138,-5348054,3106360,-6586555,-7435463,-7899295,-7657776
2035118611,1977415,-137224,3135133,-5344757,3107824,-6582319,-7432963,-7891162,-7650558
2035118612,1977416,-154321,3121932,-5341272,3112030,-6577749,-7430194,-7882975,-7643017
2035118613,1977417,-164521,3112363,-5338772,3120293,-6574280,-7427927,-7875507,-7636675
2035118614,1977418,-168093,3106578,-5337319,3130494,-6572090,-7426173,-7868915,-7631924
2035118615,1977419,-166825,3107659,-5336671,3140289,-6571021,-7425031,-7863320,-7628622
2035118616,1977420,-150205,3120774,-5336852,3154881,-6571086,-7424846,-7861250,-7628128
2035118617,1977421,-96717,3156726,-5337786,3191713,-6572647,-7426377,-7870252,-7634461
2035118618,1977422,-67295,3171968,-5338772,3205045,-6574328,-7428098,-7880842,-7641266
2035118619,1977423,-57907,3178972,-5340041,3200767,-6576156,-7429682,-7888047,-7646104
2035118620,1977424,-42764,3195337,-5341929,3197661,-6579018,-7431408,-7894560,-7651169
2035178502,1977425,-21547,3221931,-5345222,3195216,-6583621,-7433901,-7901652,-7657914
2035178503,1977426,-1719,3248957,-5348701,3190391,-6588556,-7436680,-7909020,-7665148
2035178504,1977427,10771,3267684,-5351172,3184219,-6592358,-7439025,-7915842,-7671357
2035178505,1977428,14477,3275260,-5352545,3179093,-6594509,-7440596,-7921646,-7675806
2035178506,1977429,12168,3274735,-5353017,3174501,-6595464,-7441550,-7926532,-7678850
2035178507,1977430,5537,3268464,-5352972,3168762,-6595649,-7442132,-7930667,-7680891
2035178508,1977431,-22108,3240566,-5352177,3149375,-6594521,-7441628,-7930052,-7679503
2035178509,1977432,-80243,3191462,-5350970,3109974,-6592197,-7439587,-7918442,-7671662
2035178510,1977433,-104853,3173277,-5349565,3101377,-6589908,-7437580,-7907684,-7664760
2035178511,1977434,-118731,3156896,-5347428,3103353,-6587021,-7435576,-7899566,-7658798
2035178512,1977435,-137290,3133041,-5344002,3104786,-6582666,-7432937,-7891294,-7651446
2035178513,1977436,-154539,3119711,-5340616,3108858,-6578191,-7430278,-7883207,-7644001
2035178514,1977437,-164919,3109896,-5338011,3117064,-6574611,-7427919,-7875651,-7637553
2035178515,1977438,-168642,3103924,-5336701,3127293,-6572557,-7426323,-7869206,-7632926
2035178516,1977439,-167599,3104811,-5336132,3137409,-6571545,-7425240,-7863666,-7629672
2035178517,1977440,-152070,3116868,-5336219,3151789,-6571511,-7424959,-7861314,-7628970
2035178518,1977441,-99206,3152247,-5337321,3188336,-6573213,-7426635,-7870201,-7635319
2035178519,1977442,-68651,3168614,-5338181,3202644,-6574776,-7428238,-7880785,-7642089
2035178520,1977443,-59257,3175698,-5339289,3198450,-6576457,-7429666,-7887892,-7646795
2035178521,1977444,-44319,3191799,-5341192,3195180,-6579316,-7431417,-7894444,-7651873
2035178522,1977445,-23164,3218219,-5344541,3192609,-6583969,-7433972,-7901612,-7658684
2035178523,1977446,-3196,3245431,-5348020,3187833,-6588911,-7436754,-7908973,-7665927
2035178524,1977447,9565,3264508,-5350607,3181378,-6592844,-7439204,-7915909,-7672257
2035178525,1977448,13421,3272324,-5352056,3176793,-6595074,-7440852,-7921801,-7676796
2035178526,1977449,11074,3271851,-5352620,3172081,-6596122,-7441883,-7926775,-7679947
2035178527,1977450,4324,3265472,-5352582,3166126,-6596331,-7442479,-7930907,-7682002
2035178528,1977451,-24775,3236091,-5351527,3145533,-6594926,-7441668,-7929695,-7680169
2035178529,1977452,-82737,3187223,-5350141,3106422,-6592411,-7439429,-7917691,-7672051
2035178530,1977453,-106075,3170314,-5348901,3098866,-6590301,-7437603,-7907301,-7665441
2035178531,1977454,-119757,3154149,-5347013,3100788,-6587677,-7435846,-7899477,-7659780
2035178532,1977455,-138246,3130376,-5343557,3102121,-6583301,-7433174,-7891215,-7652444
2035178533,1977456,-155545,3116924,-5340151,3106097,-6578807,-7430503,-7883153,-7645016
2035178534,1977457,-166034,3106989,-5337561,3114238,-6575244,-7428171,-7875651,-7638577
2035178535,1977458,-169862,3100854,-5336071,3124451,-6573007,-7426406,-7869044,-7633764
2035178536,1977459,-168971,3101500,-5335401,3134757,-6571907,-7425259,-7863439,-7630426
2035178537,1977460,-153664,3113243,-5335461,3149031,-6571869,-7424960,-7861058,-7629686
2035178538,1977461,-100744,3148635,-5336442,3185398,-6573420,-7426476,-7869742,-7635859
2035178539,1977462,-70021,3165111,-5337524,3199903,-6575200,-7428297,-7880579,-7642861
2035178540,1977463,-60643,3172033,-5338534,3195655,-6576776,-7429649,-7887608,-7647491
2035178541,1977464,-45967,3187812,-5340602,3192351,-6579791,-7431582,-7894336,-7652727
2035178542,1977465,-24972,3214050,-5343951,3189833,-6584430,-7434147,-7901506,-7659505
2035178543,1977466,-4876,3241295,-5347269,3185106,-6589217,-7436758,-7908702,-7666591
2035178544,1977467,8081,3260572,-5349825,3178661,-6593121,-7439169,-7915584,-7672888
2035178545,1977468,12108,3268548,-5351328,3174175,-6595422,-7440868,-7921531,-7677504
2035178546,1977469,9886,3268235,-5351944,3169526,-6596517,-7441932,-7926551,-7680696
2035178547,1977470,3369,3262114,-5351712,3163694,-6596534,-7442320,-7930498,-7682567
2035178548,1977471,-24607,3233969,-5350805,3143991,-6595304,-7441696,-7929702,-7681052
2035178549,1977472,-82746,3184933,-5349576,3104626,-6592963,-7439636,-7918047,-7673177
2035178550,1977473,-107037,3167071,-5348351,3096209,-6590860,-7437803,-7907517,-7666487
2035178551,1977474,-120614,3151199,-5346293,3098154,-6588056,-7435852,-7899484,-7660650
2035178552,1977475,-139045,3127606,-5343069,3099488,-6583909,-7433405,-7891435,-7653560
2035178553,1977476,-156478,3114115,-5339551,3103421,-6579320,-7430651,-7883269,-7646019
2035178554,1977477,-167148,3104023,-5336854,3111581,-6575646,-7428221,-7875652,-7639462
2035178555,1977478,-171129,3097670,-5335402,3121729,-6573442,-7426507,-7869092,-7634680
2035178556,1977479,-170343,3098206,-5334792,3131963,-6572389,-7425412,-7863531,-7631377
2035178557,1977480,-156171,3108916,-5334856,3145385,-6572337,-7425107,-7860926,-7630513
2035178558,1977481,-104219,3146311,-5335970,3181158,-6573993,-7426721,-7869306,-7636574
2035178559,1977482,-71517,3164068,-5336857,3197440,-6575577,-7428356,-7880110,-7643492
2035178560,1977483,-61926,3169541,-5337777,3193378,-6577054,-7429625,-7887135,-7648081
2035178561,1977484,-47370,3185000,-5339778,3189984,-6579993,-7431511,-7893860,-7653261
2035178562,1977485,-26392,3211142,-5343062,3187456,-6584574,-7434019,-7900977,-7659982
2035178563,1977486,-6221,3238584,-5346459,3182799,-6589432,-7436694,-7908249,-7667137
2035178564,1977487,6833,3258062,-5348989,3176338,-6593333,-7439088,-7915132,-7673454
2035178565,1977488,11148,3266345,-5350391,3171069,-6595515,-7440649,-7920968,-7677962
2035178566,1977489,9135,3266264,-5351024,3166432,-6596651,-7441744,-7926020,-7681199
2035178567,1977490,2866,3260460,-5351066,3160791,-6596952,-7442407,-7930279,-7683369
2035178568,1977491,-22887,3234531,-5350397,3142692,-6595997,-7442079,-7930233,-7682381
2035178569,1977492,-81077,3185462,-5348810,3103035,-6593312,-7439696,-7918577,-7674327
2035178570,1977493,-107429,3165604,-5347608,3093004,-6591209,-7437849,-7907779,-7667479
2035178571,1977494,-121001,3149808,-5345597,3095002,-6588461,-7435936,-7899704,-7661649
2035178572,1977495,-139336,3126419,-5342252,3096384,-6584194,-7433347,-7891488,-7654411
2035178573,1977496,-156856,3112869,-5338706,3100211,-6579569,-7430545,-7883267,-7646827
2035178574,1977497,-167711,3102523,-5336120,3108132,-6576007,-7428239,-7875760,-7640373
2035178575,1977498,-171805,3096029,-5334705,3118317,-6573826,-7426564,-7869223,-7635601
2035178576,1977499,-171040,3096433,-5334132,3128609,-6572802,-7425509,-7863684,-7632316
2035178577,1977500,-156946,3106883,-5334124,3141963,-6572700,-7425162,-7860999,-7631377
2035178578,1977501,-105122,3141100,-5335165,3177563,-6574267,-7426686,-7869284,-7637342
2035178579,1977502,-72558,3159367,-5336444,3193672,-6576248,-7428710,-7880482,-7644645
2035178580,1977503,-63133,3166272,-5337337,3189603,-6577703,-7429956,-7887477,-7649199
2035178581,1977504,-48784,3181524,-5339147,3186251,-6580434,-7431666,-7893992,-7654176
2035178582,1977505,-27851,3207550,-5342368,3183823,-6584947,-7434122,-7901054,-7660814
2035178583,1977506,-7545,3234999,-5345841,3179299,-6589892,-7436867,-7908389,-7668040
2035178584,1977507,5651,3254617,-5348426,3173405,-6593828,-7439274,-7915281,-7674374
2035178585,1977508,9947,3263013,-5349913,3168479,-6596122,-7440926,-7921191,-7678985
2035178586,1977509,7896,3262958,-5350471,3163859,-6597179,-7441949,-7926171,-7682147
2035178587,1977510,1789,3257227,-5350297,3158218,-6597264,-7442396,-7930216,-7684113
2035178588,1977511,-23986,3231294,-5349596,3140030,-6596284,-7442026,-7930127,-7683106
2035178589,1977512,-82222,3182161,-5348277,3100279,-6593875,-7439914,-7918732,-7675326
2035178590,1977513,-108396,3162482,-5347072,3090380,-6591765,-7438066,-7907951,-7668480
2035178591,1977514,-121735,3146980,-5345055,3092496,-6589016,-7436120,-7899845,-7662652
2035268415,1977515,-140034,3123601,-5341831,3093782,-6584888,-7433657,-7891768,-7655566
2035268416,1977516,-157612,3109988,-5338329,3097586,-6580301,-7430899,-7883600,-7648027
2035268417,1977517,-168561,3099510,-5335535,3105631,-6576513,-7428403,-7875902,-7641356
2035268418,1977518,-172757,3092828,-5334039,3115836,-6574242,-7426662,-7869291,-7636499
2035268419,1977519,-172087,3093103,-5333404,3126098,-6573157,-7425554,-7863696,-7633151
2035268420,1977520,-158217,3103383,-5333551,3139438,-6573199,-7425355,-7861131,-7632334
2035268421,1977521,-106411,3140489,-5334603,3175206,-6574770,-7426881,-7869332,-7638250
2035268422,1977522,-73314,3158558,-5335509,3191860,-6576372,-7428534,-7880185,-7645191
2035268423,1977523,-63862,3163862,-5336432,3187811,-6577849,-7429814,-7887224,-7649783
2035268424,1977524,-49641,3178891,-5338297,3184431,-6580627,-7431584,-7893816,-7654807
2035268425,1977525,-28851,3204732,-5341623,3181974,-6585233,-7434147,-7900973,-7661539
2035268426,1977526,-8514,3232256,-5345282,3177429,-6590357,-7437076,-7908481,-7668946
2035268427,1977527,4934,3252172,-5347902,3171210,-6594360,-7439530,-7915423,-7675349
