# SwiftEEG raw counts,rate=250,gain=24,lsb_uv=0.022351742
ts_us,seq,ch1_C4,ch2_P4,ch3_F4,ch4_Oz,ch5_AFz,ch6_F3,ch7_C3,ch8_P3
2035268428,1977528,9397,3260772,-5349448,3166739,-6596719,-7441231,-7921387,-7680025
2035268429,1977529,7412,3260755,-5349964,3161993,-6597720,-7442186,-7926294,-7683136
2035268430,1977530,1474,3255278,-5349838,3156274,-6597870,-7442671,-7930398,-7685165
2035268431,1977531,-22909,3230768,-5349137,3139077,-6596930,-7442350,-7930627,-7684358
2035268432,1977532,-81041,3181784,-5347639,3099226,-6594349,-7440081,-7919376,-7676550
2035268433,1977533,-108819,3160554,-5346402,3087950,-6592187,-7438182,-7908362,-7669542
2035268434,1977534,-122146,3145131,-5344593,3089993,-6589652,-7436422,-7900403,-7663894
2035268435,1977535,-140434,3121956,-5341264,3091246,-6585424,-7433832,-7892180,-7656687
2035268436,1977536,-158246,3108157,-5337699,3094898,-6580775,-7431037,-7883941,-7649081
2035268437,1977537,-169482,3097368,-5335028,3102743,-6577115,-7428671,-7876357,-7642532
2035268438,1977538,-173894,3090419,-5333465,3112772,-6574775,-7426862,-7869678,-7637583
2035268439,1977539,-173431,3090490,-5332854,3123103,-6573702,-7425773,-7864085,-7634227
2035268440,1977540,-160607,3101103,-5332882,3136479,-6573584,-7425419,-7861183,-7633146
2035268441,1977541,-109325,3136189,-5333824,3171984,-6575051,-7426832,-7869071,-7638852
2035268442,1977542,-75294,3154410,-5335032,3189364,-6576971,-7428806,-7880336,-7646188
2035268443,1977543,-65822,3160624,-5335994,3185313,-6578479,-7430132,-7887467,-7650844
2035268444,1977544,-51865,3175309,-5337704,3181843,-6581106,-7431776,-7893941,-7655722
2035268445,1977545,-31212,3200929,-5340796,3179365,-6585469,-7434119,-7900872,-7662202
2035268446,1977546,-10729,3228517,-5344339,3174934,-6590471,-7436914,-7908246,-7669479
2035268447,1977547,2914,3248628,-5346998,3168686,-6594514,-7439377,-7915212,-7675921
2035268448,1977548,7664,3257579,-5348628,3163441,-6596971,-7441151,-7921260,-7680699
2035268449,1977549,5911,3257907,-5349090,3158924,-6597936,-7442063,-7926134,-7683781
2035268450,1977550,44,3252568,-5349047,3153375,-6598175,-7442632,-7930326,-7685904
2035268451,1977551,-23954,3228494,-5348301,3136429,-6597188,-7442269,-7930582,-7685089
2035268452,1977552,-81897,3179699,-5346898,3096586,-6594707,-7440102,-7919487,-7677417
2035268453,1977553,-109856,3158253,-5345663,3085066,-6592549,-7438195,-7908434,-7670396
2035268454,1977554,-123134,3143026,-5343831,3087140,-6590001,-7436400,-7900435,-7664732
2035268455,1977555,-141291,3119983,-5340668,3088411,-6585941,-7433984,-7892392,-7657711
2035268456,1977556,-159029,3106162,-5337205,3091991,-6581389,-7431299,-7884263,-7650214
2035268457,1977557,-170399,3095189,-5334442,3099814,-6577631,-7428859,-7876597,-7643556
2035268458,1977558,-175017,3088014,-5332841,3109859,-6575248,-7427026,-7869883,-7638562
2035268459,1977559,-174684,3087934,-5332211,3120259,-6574136,-7425907,-7864257,-7635169
2035268460,1977560,-162351,3097995,-5332243,3133253,-6574000,-7425529,-7861262,-7634022
2035268461,1977561,-111758,3132380,-5333127,3168324,-6575398,-7426876,-7868868,-7639546
2035268462,1977562,-76853,3151491,-5334116,3186586,-6577114,-7428650,-7879987,-7646711
2035268463,1977563,-67207,3157824,-5335194,3182725,-6578739,-7430086,-7887281,-7651499
2035268464,1977564,-53389,3172332,-5336926,3179205,-6581371,-7431766,-7893798,-7656416
2035268465,1977565,-32726,3197835,-5340149,3176788,-6585865,-7434262,-7900870,-7663030
2035268466,1977566,-12129,3225509,-5343617,3172397,-6590784,-7436962,-7908162,-7670217
2035268467,1977567,1661,3245869,-5346180,3166188,-6594738,-7439324,-7915021,-7676562
2035268468,1977568,6578,3255058,-5347624,3161036,-6597016,-7440906,-7920880,-7681167
2035268469,1977569,4833,3255472,-5348344,3156401,-6598259,-7442077,-7926023,-7684531
2035268470,1977570,-1009,3250213,-5348398,3150808,-6598610,-7442752,-7930331,-7686773
2035268471,1977571,-24233,3226534,-5347726,3134516,-6597706,-7442466,-7930849,-7686139
2035268472,1977572,-82246,3176193,-5346353,3094571,-6595264,-7440354,-7919980,-7678600
2035268473,1977573,-111147,3155208,-5345096,3082221,-6593066,-7438401,-7908776,-7671472
2035268474,1977574,-124379,3140288,-5343230,3084248,-6590472,-7436554,-7900701,-7665754
2035268475,1977575,-142516,3116827,-5340067,3085429,-6586431,-7434130,-7892634,-7658741
2035268476,1977576,-160410,3101663,-5336521,3088889,-6581808,-7431356,-7884431,-7651158
2035268477,1977577,-171934,3091897,-5333727,3096555,-6578012,-7428886,-7876744,-7644463
2035268478,1977578,-176594,3084778,-5331987,3106610,-6575489,-7426933,-7869893,-7639329
2035268479,1977579,-176237,3084713,-5331432,3117003,-6574441,-7425887,-7864322,-7635987
2035268480,1977580,-164949,3093780,-5331362,3129228,-6574224,-7425428,-7861053,-7634634
2035268481,1977581,-115644,3126881,-5332332,3163443,-6575666,-7426794,-7868242,-7639966
2035268482,1977582,-78936,3147734,-5333508,3183156,-6577567,-7428751,-7879702,-7647421
2035268483,1977583,-69111,3154241,-5334422,3179496,-6579033,-7430053,-7886930,-7652114
2035268484,1977584,-55439,3168466,-5336158,3175904,-6581652,-7431748,-7893489,-7657026
2035268485,1977585,-34921,3193760,-5339407,3173463,-6586164,-7434274,-7900630,-7663665
2035268486,1977586,-14316,3221542,-5342802,3169144,-6591026,-7436919,-7907854,-7670801
2035340346,1977587,-319,3242131,-5345339,3163029,-6594964,-7439239,-7914687,-7677141
2035340347,1977588,4692,3251478,-5346967,3157852,-6597431,-7440997,-7920736,-7681942
2035340348,1977589,3058,3251999,-5347699,3153269,-6598681,-7442165,-7925897,-7685317
2035340349,1977590,-2671,3246823,-5347696,3147676,-6598974,-7442766,-7930137,-7687504
2035340350,1977591,-26844,3222552,-5347026,3130518,-6598068,-7442467,-7930425,-7686752
2035340351,1977592,-84941,3173704,-5345675,3090605,-6595643,-7440357,-7919337,-7679124
2035340352,1977593,-112562,3152674,-5344354,3079321,-6593404,-7438370,-7908249,-7672054
2035340353,1977594,-125556,3137828,-5342521,3081489,-6590851,-7436542,-7900261,-7666416
2035340354,1977595,-143658,3115116,-5339346,3082702,-6586785,-7434092,-7892207,-7659418
2035340355,1977596,-161661,3101119,-5335984,3086138,-6582345,-7431530,-7884229,-7652050
2035340356,1977597,-173267,3089778,-5333066,3093806,-6578427,-7428961,-7876456,-7645248
2035340357,1977598,-178016,3082376,-5331407,3103852,-6575974,-7427098,-7869705,-7640173
2035340358,1977599,-177670,3082221,-5330772,3114300,-6574842,-7425974,-7864066,-7636755
2035340359,1977600,-166139,3091451,-5330774,3126766,-6574679,-7425590,-7860932,-7635511
2035340360,1977601,-116164,3127088,-5331558,3161547,-6575969,-7426812,-7868176,-7640775
2035340361,1977602,-80063,3148658,-5332723,3180859,-6577848,-7428761,-7879548,-7648152
2035340362,1977603,-70277,3152525,-5333765,3177203,-6579429,-7430181,-7886877,-7652960
2035340363,1977604,-56797,3166475,-5335567,3173634,-6582106,-7431949,-7893494,-7657923
2035340364,1977605,-36347,3191647,-5338585,3171206,-6586366,-7434231,-7900370,-7664296
2035340365,1977606,-15678,3219437,-5342052,3166901,-6591301,-7436935,-7907641,-7671482
2035340366,1977607,-1554,3240113,-5344753,3160826,-6595409,-7439419,-7914621,-7677977
2035340367,1977608,3669,3249682,-5346437,3155686,-6597933,-7441217,-7920719,-7682844
2035340368,1977609,2157,3250319,-5347164,3151083,-6599194,-7442381,-7925871,-7686230
2035340369,1977610,-3447,3245302,-5347189,3145517,-6599527,-7443018,-7930157,-7688454
2035340370,1977611,-25595,3222707,-5346572,3129848,-6598719,-7442825,-7930959,-7688031
2035340371,1977612,-83414,3172589,-5345227,3089897,-6596322,-7440764,-7920366,-7680666
2035340372,1977613,-113569,3150403,-5343714,3076567,-6593861,-7438546,-7908770,-7673191
2035340373,1977614,-126652,3135702,-5341987,3078656,-6591413,-7436805,-7900772,-7667607
2035340374,1977615,-144657,3112574,-5338901,3079836,-6587442,-7434428,-7892752,-7660680
2035340375,1977616,-162774,3097224,-5335284,3083119,-6582753,-7431604,-7884499,-7653044
2035340376,1977617,-174614,3087054,-5332523,3090661,-6578991,-7429200,-7876867,-7646382
2035340377,1977618,-179579,3079523,-5330842,3100576,-6576513,-7427320,-7870082,-7641274
2035340378,1977619,-179442,3079192,-5330031,3111081,-6575206,-7426033,-7864261,-7637659
2035340379,1977620,-169189,3087152,-5329946,3123468,-6574926,-7425512,-7860777,-7636154
2035340380,1977621,-121046,3121509,-5330919,3157065,-6576357,-7426856,-7867575,-7641256
2035340381,1977622,-82664,3144291,-5332082,3178225,-6578269,-7428837,-7879141,-7648801
2035340382,1977623,-72546,3148974,-5333139,3174876,-6579861,-7430279,-7886616,-7653689
2035340383,1977624,-59203,3162670,-5334874,3171204,-6582464,-7432013,-7893235,-7658609
2035340384,1977625,-38799,3187631,-5337811,3168811,-6586648,-7434253,-7900081,-7664916
2035340385,1977626,-18057,3215547,-5341423,3164613,-6591713,-7437077,-7907495,-7672237
2035340386,1977627,-3691,3236564,-5344171,3158277,-6595892,-7439615,-7914541,-7678806
2035340387,1977628,1706,3246359,-5345724,3153554,-6598313,-7441277,-7920514,-7683572
2035340388,1977629,238,3247076,-5346294,3149033,-6599414,-7442265,-7925509,-7686808
2035340389,1977630,-5197,3242272,-5346199,3143452,-6599608,-7442767,-7929679,-7688925
2035340390,1977631,-25597,3221424,-5345658,3129098,-6598904,-7442682,-7930919,-7688794
2035340391,1977632,-82547,3172199,-5344413,3089579,-6596639,-7440786,-7920930,-7681792
2035340392,1977633,-114846,3147893,-5343155,3074336,-6594409,-7438795,-7909334,-7674402
2035340393,1977634,-128000,3133243,-5341393,3076328,-6591926,-7436994,-7901186,-7668726
2035340394,1977635,-145893,3110319,-5338179,3077588,-6587825,-7434474,-7892997,-7661662
2035340395,1977636,-164078,3094886,-5334611,3080812,-6583189,-7431703,-7884781,-7654059
2035340396,1977637,-176056,3084498,-5331811,3088320,-6579372,-7429271,-7877102,-7647331
2035340397,1977638,-181045,3076837,-5330221,3098367,-6576974,-7427495,-7870397,-7642291
2035340398,1977639,-180931,3076351,-5329557,3108813,-6575808,-7426354,-7864698,-7638798
2035340399,1977640,-171322,3084666,-5329404,3120515,-6575457,-7425769,-7861002,-7637133
2035340400,1977641,-123702,3117815,-5330216,3154362,-6576699,-7426924,-7867382,-7641939
2035340401,1977642,-84393,3139899,-5331372,3176190,-6578600,-7428886,-7879024,-7649528
2035340402,1977643,-74189,3145853,-5332403,3172936,-6580177,-7430323,-7886520,-7654424
2035340403,1977644,-61011,3159391,-5333999,3169255,-6582629,-7431924,-7893027,-7659209
2035340404,1977645,-40768,3184123,-5337092,3166773,-6586963,-7434327,-7900032,-7665669
2035340405,1977646,-19880,3212050,-5340587,3162632,-6591910,-7437027,-7907330,-7672871
2035340406,1977647,-5270,3233324,-5343255,3156346,-6596004,-7439453,-7914276,-7679359
2035340407,1977648,474,3243566,-5344874,3150937,-6598517,-7441187,-7920321,-7684206
2035340408,1977649,-754,3244564,-5345704,3146371,-6599876,-7442438,-7925569,-7687706
2035340409,1977650,-6112,3239899,-5345785,3140985,-6600269,-7443122,-7929941,-7690017
2035340410,1977651,-26313,3219393,-5345006,3126788,-6599351,-7442818,-7931004,-7689692
2035340411,1977652,-83121,3170374,-5343628,3087341,-6596955,-7440784,-7920993,-7682620
2035340412,1977653,-115869,3145639,-5342424,3071747,-6594759,-7438827,-7909395,-7675240
2035340413,1977654,-128904,3131141,-5340746,3073704,-6592362,-7437102,-7901315,-7669655
2035340414,1977655,-146648,3108318,-5337573,3074941,-6588317,-7434616,-7893156,-7662652
2035340415,1977656,-164903,3092814,-5334074,3078116,-6583745,-7431908,-7885002,-7655111
2035340416,1977657,-177079,3082219,-5331163,3085471,-6579822,-7429377,-7877232,-7648272
2035340417,1977658,-182291,3074297,-5329413,3095331,-6577269,-7427453,-7870377,-7643067
2035412277,1977659,-182229,3073740,-5328654,3105898,-6576005,-7426226,-7864592,-7639472
2035412278,1977660,-172816,3081922,-5328633,3117724,-6575776,-7425777,-7861040,-7637943
2035412279,1977661,-125202,3115018,-5329434,3151151,-6577020,-7426929,-7867418,-7642736
2035412280,1977662,-85905,3137087,-5330568,3173132,-6578894,-7428869,-7879030,-7650291
2035412281,1977663,-75765,3142924,-5331562,3169819,-6580421,-7430262,-7886487,-7655142
2035412282,1977664,-62841,3156093,-5333192,3166081,-6582897,-7431910,-7893014,-7659952
2035412283,1977665,-42674,3180682,-5336336,3163696,-6587276,-7434376,-7900075,-7666436
2035412284,1977666,-21737,3208695,-5339946,3159640,-6592342,-7437189,-7907467,-7673739
2035412285,1977667,-6957,3230104,-5342584,3153433,-6596409,-7439580,-7914370,-7680186
2035412286,1977668,-1134,3240451,-5344067,3148061,-6598780,-7441166,-7920265,-7684901
2035412287,1977669,-2274,3241588,-5344822,3143486,-6600069,-7442336,-7925432,-7688334
2035412288,1977670,-7589,3236973,-5345025,3138010,-6600586,-7443136,-7929914,-7690781
2035412289,1977671,-27755,3216482,-5344281,3123758,-6599694,-7442843,-7930987,-7690482
2035412290,1977672,-84651,3167371,-5343019,3084181,-6597431,-7440929,-7921052,-7683511
2035412291,1977673,-117164,3142947,-5341825,3068764,-6595259,-7438994,-7909496,-7676174
2035412292,1977674,-130100,3128719,-5340079,3070768,-6592795,-7437193,-7901351,-7670536
2035412293,1977675,-147776,3106147,-5336899,3072027,-6588737,-7434682,-7893191,-7663540
2035412294,1977676,-165975,3090729,-5333326,3075158,-6584099,-7431910,-7884984,-7655947
2035412295,1977677,-178216,3080016,-5330545,3082514,-6580306,-7429532,-7877367,-7649245
2035412296,1977678,-183558,3071817,-5328996,3092354,-6577938,-7427824,-7870727,-7644228
2035412297,1977679,-183634,3071074,-5328207,3102881,-6576631,-7426566,-7864914,-7640596
2035412298,1977680,-174603,3078799,-5328019,3114500,-6576234,-7425939,-7861082,-7638806
2035412299,1977681,-128046,3112728,-5328965,3147214,-6577577,-7427193,-7867219,-7643527
2035412300,1977682,-87306,3137563,-5330117,3170548,-6579487,-7429169,-7878916,-7651163
2035412301,1977683,-76738,3141219,-5331147,3167599,-6581064,-7430609,-7886517,-7656117
2035412302,1977684,-63954,3154256,-5332681,3163831,-6583427,-7432169,-7892995,-7660846
2035412303,1977685,-43879,3178607,-5335805,3161331,-6587784,-7434627,-7900053,-7667306
2035412304,1977686,-22852,3206629,-5339229,3157276,-6592654,-7437256,-7907264,-7674421
2035412305,1977687,-7878,3228289,-5341896,3151123,-6596758,-7439646,-7914176,-7680910
2035412306,1977688,-1861,3238841,-5343671,3145738,-6599438,-7441521,-7920367,-7685944
2035412307,1977689,-2931,3240136,-5344313,3141165,-6600627,-7442584,-7925449,-7689282
2035412308,1977690,-8087,3235778,-5344416,3135808,-6601046,-7443276,-7929840,-7691636
2035412309,1977691,-26331,3216948,-5343926,3122972,-6600451,-7443301,-7931607,-7691849
2035412310,1977692,-82064,3167369,-5342466,3084074,-6598017,-7441249,-7922156,-7685034
2035412311,1977693,-117576,3141135,-5341107,3066118,-6595652,-7439106,-7910119,-7677313
2035412312,1977694,-130712,3127009,-5339499,3067963,-6593317,-7437406,-7901956,-7671729
2035412313,1977695,-148271,3104204,-5336591,3069181,-6589544,-7435152,-7893993,-7664971
2035412314,1977696,-166729,3087061,-5332974,3072094,-6584857,-7432347,-7885721,-7657324
2035412315,1977697,-179283,3077404,-5330006,3079211,-6580872,-7429779,-7877898,-7650416
2035412316,1977698,-184810,3069259,-5328330,3089060,-6578375,-7427954,-7871111,-7645253
2035412317,1977699,-185019,3068398,-5327679,3099529,-6577196,-7426826,-7865399,-7641729
2035412318,1977700,-177481,3075354,-5327381,3110396,-6576668,-7426072,-7861193,-7639680
2035412319,1977701,-133525,3106822,-5328210,3142059,-6577872,-7427151,-7866447,-7643862
2035412320,1977702,-90175,3131958,-5329347,3167363,-6579779,-7429122,-7878294,-7651609
2035412321,1977703,-78996,3137559,-5330375,3164881,-6581356,-7430574,-7886080,-7656665
2035412322,1977704,-66375,3150334,-5331871,3161030,-6583678,-7432115,-7892589,-7661381
2035412323,1977705,-46446,3174458,-5334956,3158591,-6587982,-7434546,-7899655,-7667818
2035412324,1977706,-25357,3202489,-5338432,3154643,-6592897,-7437219,-7906939,-7674996
2035412325,1977707,-10156,3224455,-5341129,3148245,-6597052,-7439654,-7913905,-7681540
2035412326,1977708,-3902,3235371,-5342807,3143274,-6599665,-7441437,-7920031,-7686507
2035412327,1977709,-4971,3236720,-5343695,3138834,-6601084,-7442726,-7925344,-7690087
2035412328,1977710,-10042,3232449,-5343816,3133324,-6601517,-7443427,-7929753,-7692469
2035412329,1977711,-28175,3213777,-5343116,3120549,-6600722,-7443228,-7931314,-7692486
2035412330,1977712,-83809,3164321,-5341844,3081644,-6598477,-7441367,-7922059,-7685872
2035412331,1977713,-119328,3138134,-5340607,3063633,-6596227,-7439351,-7910142,-7678281
2035412332,1977714,-132397,3124151,-5338941,3065455,-6593834,-7437591,-7901924,-7672654
2035412333,1977715,-149871,3101509,-5335804,3066743,-6589834,-7435100,-7893749,-7665689
2035412334,1977716,-168356,3084337,-5332274,3069617,-6585241,-7432391,-7885575,-7658136
2035412335,1977717,-181111,3074387,-5329231,3076653,-6581176,-7429775,-7877696,-7651157
2035412336,1977718,-186799,3065938,-5327620,3086385,-6578734,-7428019,-7870986,-7646042
2035472219,1977719,-187037,3064976,-5326809,3096909,-6577390,-7426741,-7865129,-7642354
2035472220,1977720,-179467,3072016,-5326674,3107966,-6577031,-7426153,-7861076,-7640454
2035472221,1977721,-135424,3103549,-5327396,3139748,-6578117,-7427115,-7866229,-7644511
2035472222,1977722,-92041,3128699,-5328562,3165040,-6580043,-7429113,-7878101,-7652296
2035472223,1977723,-80889,3134247,-5329661,3162608,-6581687,-7430631,-7885948,-7657421
2035472224,1977724,-68419,3146783,-5331161,3158723,-6583997,-7432201,-7892470,-7662125
2035472225,1977725,-48646,3170721,-5333987,3156202,-6588039,-7434379,-7899268,-7668282
2035472226,1977726,-27557,3198799,-5337556,3152289,-6593042,-7437127,-7906627,-7675540
2035472227,1977727,-12203,3220978,-5340414,3145941,-6597362,-7439706,-7913740,-7682252
2035472228,1977728,-5701,3232169,-5342164,3140286,-6600042,-7441544,-7919906,-7687285
2035472229,1977729,-6492,3233811,-5342920,3135588,-6601342,-7442696,-7925089,-7690739
2035472230,1977730,-11552,3229552,-5343020,3130241,-6601772,-7443377,-7929501,-7693121
2035472231,1977731,-29417,3211149,-5342356,3117607,-6601021,-7443222,-7931155,-7693216
2035472232,1977732,-84951,3161791,-5341229,3078731,-6598937,-7441525,-7922124,-7686802
2035472233,1977733,-120821,3135278,-5339887,3060378,-6596586,-7439394,-7910082,-7679082
2035472234,1977734,-133772,3121478,-5338205,3062219,-6594179,-7437602,-7901824,-7673433
2035472235,1977735,-151161,3099028,-5335156,3063432,-6590284,-7435192,-7893731,-7666571
2035472236,1977736,-169757,3081801,-5331641,3066142,-6585714,-7432506,-7885582,-7659045
2035472237,1977737,-182664,3071709,-5328542,3073089,-6581591,-7429846,-7877657,-7652005
2035472238,1977738,-188513,3063125,-5326851,3082785,-6579067,-7428023,-7870874,-7646804
2035472239,1977739,-188877,3062003,-5326205,3093381,-6577869,-7426896,-7865169,-7643262
2035472240,1977740,-182247,3068124,-5325913,3104034,-6577325,-7426128,-7860819,-7641106
2035472241,1977741,-140374,3097455,-5326584,3133723,-6578328,-7426988,-7865292,-7644763
2035472242,1977742,-94926,3124626,-5327802,3161024,-6580316,-7429047,-7877273,-7652669
2035472243,1977743,-83038,3130916,-5328791,3159218,-6581864,-7430491,-7885210,-7657809
2035472244,1977744,-70672,3143251,-5330335,3155243,-6584216,-7432111,-7891839,-7662594
2035472245,1977745,-50908,3166984,-5333371,3152778,-6588461,-7434516,-7898891,-7668961
2035472246,1977746,-29667,3195178,-5336765,3149021,-6593289,-7437096,-7906089,-7676050
2035472247,1977747,-14127,3217503,-5339541,3142766,-6597534,-7439595,-7913128,-7682687
2035472248,1977748,-7613,3228763,-5341431,3137775,-6600370,-7441569,-7919441,-7687880
2035472249,1977749,-8531,3230300,-5342262,3133286,-6601755,-7442794,-7924719,-7691441
2035472250,1977750,-13422,3226258,-5342250,3127793,-6602076,-7443362,-7929019,-7693713
2035472251,1977751,-30519,3208614,-5341627,3115696,-6601369,-7443266,-7930858,-7693946
2035472252,1977752,-85322,3160069,-5340367,3077313,-6599174,-7441467,-7922007,-7687571
2035472253,1977753,-122343,3132411,-5339041,3057927,-6596825,-7439331,-7909859,-7679777
2035472254,1977754,-135385,3118624,-5337335,3059669,-6594388,-7437495,-7901507,-7674071
2035472255,1977755,-152678,3096429,-5334336,3060943,-6590546,-7435127,-7893453,-7667279
2035472256,1977756,-171317,3079236,-5330844,3063654,-6585988,-7432458,-7885315,-7659765
2035472257,1977757,-184347,3068985,-5327870,3070589,-6581977,-7429927,-7877521,-7652835
2035472258,1977758,-190281,3060288,-5326192,3080383,-6579462,-7428136,-7870762,-7647645
2035472259,1977759,-190852,3058934,-5325418,3090838,-6578144,-7426906,-7864941,-7643967
2035472260,1977760,-184228,3064951,-5325246,3101468,-6577724,-7426258,-7860706,-7641916
2035472261,1977761,-142404,3095628,-5325994,3131184,-6578795,-7427189,-7865259,-7645651
2035472262,1977762,-96912,3125073,-5327137,3158721,-6580722,-7429191,-7877160,-7653474
2035472263,1977763,-84898,3128687,-5328030,3157016,-6582159,-7430529,-7884979,-7658511
2035472264,1977764,-72751,3140673,-5329547,3152991,-6584474,-7432130,-7891584,-7663256
2035472265,1977765,-53214,3164127,-5332520,3150406,-6588647,-7434491,-7898588,-7669545
2035472266,1977766,-31916,3192298,-5336090,3146645,-6593647,-7437232,-7905932,-7676793
2035472267,1977767,-16230,3214888,-5338980,3140461,-6598004,-7439813,-7913056,-7683536
2035472268,1977768,-9409,3226509,-5340734,3134878,-6600712,-7441639,-7919234,-7688611
2035472269,1977769,-9957,3228418,-5341541,3130257,-6602090,-7442831,-7924481,-7692158
2035472270,1977770,-14736,3224512,-5341642,3124931,-6602532,-7443507,-7928896,-7694554
2035472271,1977771,-30949,3207850,-5341054,3113433,-6601878,-7443467,-7930955,-7694927
2035472272,1977772,-84823,3160204,-5339975,3075576,-6599896,-7441898,-7922676,-7688953
2035472273,1977773,-123329,3130994,-5338517,3054899,-6597388,-7439617,-7910251,-7680921
2035472274,1977774,-136492,3117114,-5336858,3056530,-6595005,-7437807,-7901863,-7675216
2035472275,1977775,-153737,3095046,-5334037,3057796,-6591336,-7435592,-7893940,-7668590
2035472276,1977776,-172377,3077841,-5330441,3060514,-6586684,-7432825,-7885693,-7660981
2035472277,1977777,-185535,3067418,-5327331,3067377,-6582544,-7430174,-7877761,-7653916
2035472278,1977778,-191589,3058502,-5325432,3077052,-6579802,-7428168,-7870785,-7648482
2035472279,1977779,-192271,3056996,-5324734,3087508,-6578542,-7427007,-7865020,-7644856
2035472280,1977780,-185966,3062723,-5324614,3097979,-6578180,-7426432,-7860807,-7642847
2035472281,1977781,-144947,3091135,-5325271,3127043,-6579145,-7427251,-7865051,-7646361
2035472282,1977782,-99007,3118785,-5326248,3154896,-6580886,-7429062,-7876768,-7654010
2035472283,1977783,-86886,3125342,-5327229,3153334,-6582427,-7430507,-7884757,-7659171
2035472284,1977784,-74876,3137194,-5328845,3149325,-6584824,-7432222,-7891471,-7664012
2035472285,1977785,-55455,3160388,-5331704,3146838,-6588872,-7434474,-7898358,-7670169
2035472286,1977786,-34137,3188596,-5335162,3143172,-6593769,-7437111,-7905603,-7677303
2035472287,1977787,-18279,3211332,-5338168,3137056,-6598228,-7439786,-7912816,-7684143
2035472288,1977788,-11421,3223017,-5340092,3132127,-6601111,-7441780,-7919161,-7689409
2035472289,1977789,-12116,3224858,-5340644,3127719,-6602248,-7442728,-7924163,-7692717
2035472290,1977790,-16836,3221123,-5340697,3122278,-6602651,-7443359,-7928535,-7695077
2035472291,1977791,-32631,3204912,-5340312,3111076,-6602212,-7443519,-7930851,-7695697
2035472292,1977792,-86208,3157604,-5339177,3073384,-6600178,-7441900,-7922634,-7689734
2035472293,1977793,-125214,3128018,-5337618,3052347,-6597571,-7439506,-7910067,-7681572
2035472294,1977794,-138317,3114219,-5336042,3053986,-6595264,-7437772,-7901735,-7675954
2035472295,1977795,-155367,3092392,-5333111,3055258,-6591495,-7435447,-7893694,-7669230
2035472296,1977796,-174019,3075198,-5329603,3057928,-6586934,-7432766,-7885546,-7661711
2035472297,1977797,-187349,3064608,-5326706,3064688,-6583004,-7430345,-7877849,-7654863
2035472298,1977798,-193594,3055449,-5324816,3074336,-6580252,-7428364,-7870876,-7649413
2035472299,1977799,-194232,3053928,-5324046,3084898,-6578922,-7427141,-7865044,-7645711
2035472300,1977800,-188096,3059403,-5323774,3095273,-6578408,-7426399,-7860636,-7643516
2035472301,1977801,-147532,3088724,-5324414,3124156,-6579346,-7427188,-7864726,-7646925
2035472302,1977802,-101073,3119030,-5325691,3152553,-6581382,-7429302,-7876753,-7654879
2035472303,1977803,-88751,3122930,-5326644,3151179,-6582883,-7430715,-7884742,-7660031
2035472304,1977804,-76967,3134484,-5328061,3147111,-6585078,-7432249,-7891288,-7664680
2035472305,1977805,-57644,3157553,-5330834,3144625,-6589041,-7434427,-7898096,-7670750
2035472306,1977806,-36286,3185819,-5334381,3140973,-6594019,-7437149,-7905406,-7677961
2035472307,1977807,-20287,3208768,-5337501,3134933,-6598613,-7439934,-7912737,-7684934
2035472308,1977808,-13106,3220823,-5339359,3129497,-6601445,-7441833,-7919002,-7690126
2035472309,1977809,-13506,3223005,-5340122,3124846,-6602771,-7442974,-7924204,-7693641
2035472310,1977810,-18131,3219385,-5340074,3119563,-6603079,-7443507,-7928482,-7695912
2035472311,1977811,-33106,3203811,-5339537,3108953,-6602518,-7443539,-7930824,-7696497
2035472312,1977812,-85643,3155878,-5338391,3071976,-6600503,-7441961,-7923043,-7690767
2035472313,1977813,-126407,3125434,-5337051,3049325,-6598094,-7439761,-7910554,-7682714
2035472314,1977814,-139776,3111887,-5335469,3050639,-6595801,-7438002,-7902117,-7677044
2035568127,1977815,-156779,3089997,-5332685,3051919,-6592171,-7435803,-7894173,-7670456
2035568128,1977816,-175501,3071156,-5329140,3054483,-6587575,-7433094,-7885974,-7662894
2035568129,1977817,-189049,3061459,-5326064,3061014,-6583462,-7430503,-7878087,-7655847
2035568130,1977818,-195413,3052449,-5324108,3070563,-6580644,-7428447,-7871052,-7650321
2035568131,1977819,-196201,3050726,-5323269,3081144,-6579234,-7427156,-7865134,-7646539
2035568132,1977820,-191039,3055811,-5323199,3091497,-6578889,-7426607,-7860742,-7644421
2035568133,1977821,-153376,3082951,-5323785,3118692,-6579742,-7427269,-7863997,-7647328
2035568134,1977822,-104729,3112829,-5324732,3148868,-6581466,-7429059,-7875723,-7655011
2035568135,1977823,-91231,3119190,-5325857,3148413,-6583156,-7430667,-7884131,-7660491
2035568136,1977824,-79471,3130629,-5327336,3144298,-6585408,-7432279,-7890818,-7665252
2035568137,1977825,-60219,3153485,-5330254,3141832,-6589508,-7434626,-7897831,-7671473
2035568138,1977826,-38754,3181702,-5333697,3138288,-6594368,-7437239,-7905056,-7678589
2035568139,1977827,-22546,3204870,-5336632,3132319,-6598785,-7439834,-7912211,-7685393
2035568140,1977828,-15187,3217276,-5338526,3126886,-6601659,-7441759,-7918519,-7690634
2035568141,1977829,-15425,3219647,-5339331,3122331,-6603050,-7442944,-7923778,-7694212
